"","process_1","process_2","process_3","process_4","process_5","process_6","Size","Wastewater","COD","NH3N","TN","TP","Cr","Cr6","HWsum"
"105","0","1","0","1","1","0","3",12320.5946772615,0.640344981777947,0.0366412732983008,0.0581539819892496,0.01103128404753,0.143443671014843,0.0857693690969705,215.651696100556
"106","0","0","1","1","1","1","3",148417.278883768,10.6100665776059,0.981874288730323,1.02657787820324,0.0557986550879101,0.225433815484866,0.225433815484866,440.780412660167
"1071","1","1","0","1","0","0","3",20827.2589085393,1.98342188053529,0.189711412205691,0.150410088717759,0.0169537184183074,1.50839373864852,0.735192658767032,89.7688165963827
"108","0","1","0","0","1","0","3",8217.54931602451,0.0437617918169883,0.017438265066987,-0.0250094568045938,0.0035274568037109,0.427324975711284,0.259344909398299,110.875071974419
"1091","1","0","1","1","0","1","2",70510.2234858269,11.0829336961438,0.564689131254654,0.509120280409216,0.0639870445984516,4.54355709870578,3.45278373297794,502.382336175549
"1101","0","0","1","0","0","0","3",65311.1265090749,4.95823053891622,0.669117326621895,0.955518650755093,0.00714779393207374,4.84772688790441,2.59939313855966,573.318191918007
"111","1","0","0","0","0","1","3",96041.0058012553,2.29114031168916,0.170218788893838,0.225050199365423,0.092211207847162,1.4205258143917,-0.0315852859810514,89.1422706695251
"112","1","0","1","0","0","1","3",34539.1266358504,2.72620951403165,0.14642432264518,0.14642432264518,0.00212693319644313,0.227389286579564,1.6327572306912,123.105333855627
"113","1","0","1","0","1","0","3",42533.221040722,3.3588043188001,0.196474239919335,0.196474239919335,0.012,0.456354433266446,0.456354433266446,249.42783996975
"114","1","0","1","0","1","0","3",66500.9595823617,5.2741780462286,0.280725723344833,0.304328978948761,0.0503738054636959,0.983887419992359,0.342153818663559,104.720228435448
"1151","1","0","1","1","1","1","3",3430.43912165896,0.364641068194345,0.0139963537179662,0.00141772569902773,0.000720475963003486,0.69060266950672,-0.252732817403464,161.830649305283
"1161","1","0","0","0","0","0","3",57742.5018735766,6.05286207879008,0.447573369154213,0.430569478029554,0.100144040272449,1.57848898803093,0.516550445521893,66.2784583600839
"117","1","1","1","1","1","0","3",142341.588378383,7.86426312198248,0.995513206652872,2.32254299516404,0.0273997496415188,57.7454065369708,9.81829238863713,467.395409029288
"118","1","0","1","0","1","0","2",164937.676378067,16.4471280344789,1.2391328882752,1.25212238414225,0.162992787134616,7.47522531471035,7.79704670981023,113.79007060829
"1191","1","1","1","0","1","1","3",56847.9363068317,4.47083587528417,0.41235234870125,0.417746070529063,0.00684985353052372,1.74839803066316,2.47719172081373,153.955365158913
"120","0","1","0","1","0","0","3",3492.8372238474,0.203500380205736,0.0297026701277122,0.0338490824551322,0.000952515890169889,0.528976895506098,0.348315612074319,82.9416574027613
"121","1","1","0","1","0","0","2",52050.2616815846,4.28030317198485,0.4,0.489022112628445,0.115310009126551,0.64796718171984,1.54936411056537,131.871795177191
"122","1","0","1","0","1","0","2",30453.9817266027,0.78455023508952,0.101379211262707,0.111530660489225,0.00106786345916335,1.23409536519742,0.0076433766398346,145.529939872807
"123","0","0","0","0","1","0","3",132872.64051156,32.1154093061663,1.58167540666399,1.55555452801767,0.131513082727769,0.582701943373568,-0.00116305590921056,2665.37953648926
"124","1","1","0","1","0","1","3",18420.6263524576,0.504501360881274,0.100265854521506,0.160840903373624,0.0160710407779603,1.30695172908122,0.445511113493542,263.883182861263
"1251","1","1","1","1","0","1","2",57621.6592954513,4.05337070507264,0.094917915043611,0.0325581118485406,0.031630081145409,3.83473019837881,2.5249638036646,85.2187960539983
"126","1","1","0","1","1","1","3",262898.530237728,20.6469207446839,1.8662741099879,1.84792143018754,0.0137542782741716,0.079501013317416,0.218906723962608,310.458097630716
"127","0","1","0","1","0","0","3",14314.4062377962,1.01440705326153,0.135843714636285,0.192281184324529,0.00406875909352675,2.5160752000318,1.63570799314642,95.5855330838612
"1281","1","0","1","0","1","0","3",9706.63810139359,0.878212504656985,0.0420856437787181,0.0420856437787181,0.00945910527152423,0.430059998005752,0.195363800281747,152.979449677782
"1291","0","1","1","1","1","1","3",91156.3224549408,5.73686109450624,0.719042864997086,0.737069597439606,0.0823544223108294,0.375857624653365,0.392427682194876,495.61814801375
"1301","1","1","1","1","0","1","3",59436.1264025845,4.24971464351393,0.394767792279386,0.422091885773584,0.0181482210279246,1.17709008509602,0.53065678554936,722.364548349016
"1311","1","0","1","0","1","0","2",83660.7608670893,3.5397808649387,0.398250464643072,0.438086029623472,0.00948148390743882,1.83269898147609,0.330209711226705,917.265210748836
"132","0","1","0","1","0","1","3",44944.0991175473,3.55127265751362,0.183616880625486,0.183616880625486,0.00190540995392518,0.0604342771867326,0.0139859254113278,325.252227405161
"133","1","0","1","1","0","1","2",43107.8812889601,3.40171075391117,0.343651997349225,0.343651997349225,0.00889413029071875,0.203730817460455,0.0884127903420013,390.866045222671
"1341","1","1","0","1","0","1","3",47213.857619762,1.14181877361178,0.00622687033907203,0.0492350413260037,0.00659775958799135,0.819019351662506,-0.299793664591439,471.104345143639
"135","1","1","0","0","1","0","3",51446.9869732758,5.49809421654283,0.302527341960642,0.633839392750795,0.560401769310207,1.83361730510111,1.66948443507485,80.4460623018211
"136","1","1","0","1","0","1","3",91594.8986198357,8.35744555661106,0.515317568001337,1.15242487314856,0.49663898492976,1.09624765165849,0.222497780114878,252.598387853664
"1371","1","1","1","1","0","1","3",140288.061111829,6.69268990688002,0.160713233737127,0.174310935194826,0.0355045523492756,10.2799573107258,6.86226972205106,942.432908380307
"1381","0","1","0","1","0","1","4",36890.6392566818,2.91781421799446,0.103555347325746,0.103555347325746,0.0060846151928883,0.00708911794167943,0.00451125687197782,193.502887906364
"139","1","0","1","0","1","0","3",28917.8948800564,2.28733023226261,0.13,0.13,0.0106824505766854,1.12798604518175,1.12798604518175,196.728124900721
"1401","0","0","1","0","0","1","3",70033.0931124613,2.42769226274129,0.41011198721614,0.380003479384658,0.0641785852125817,3.87689730652795,3.03553183342169,1103.71386262818
"141","0","1","0","1","0","0","3",22241.7090679416,1.69451343107037,0.105901924418285,0.136675002491102,0.0117680765781552,2.40796242289277,1.57434439044768,97.1382287765946
"1421","0","1","0","1","1","0","3",67986.6060310465,5.36959239597898,0.523950134292245,0.523950134292245,0.0108348508842755,0,0,136.12
"1431","1","1","1","1","0","0","3",196988.000412947,21.3462847204001,1.99411792358778,2.19135906501094,-0.00276969189194673,-0.162609358729283,-0.0245903661670361,219.037550902029
"144","1","0","0","1","0","1","2",13517.473204931,0.771784684078908,0.0450371922926744,0.0460383516663453,0.0133580795391476,0.772451986768255,0.503661728968635,183.13936688373
"1451","0","1","0","0","1","1","2",114740.234037363,11.8494163153502,0.40320323753054,1.26752285609995,0.10933482549476,12.1256854297439,12.115587110468,296.551065654724
"1461","1","0","0","1","0","1","2",21144.6956463628,0.504411511982139,0.0381018893191125,0.0403291796052363,0.0208953645118192,1.07777904732763,0.698461864951885,134.54818198913
"147","1","0","1","0","1","0","3",91800.7945097291,7.16789483991219,0.230711622394156,0.230711622394156,0.0123887234789255,0.938110333898338,0.297767168312683,291.814175729449
"148","1","0","1","0","1","0","2",219922.016106569,15.7933057449508,1.10278867464666,1.18563250723346,0.191249803105248,15.0471370964363,9.09690384914713,247.36983068712
"1491","1","1","1","1","1","1","2",168046.183515485,9.16819361083414,0.803821871378785,0.803821871378785,0.368823400160322,21.1902040673673,12.1100194733698,818.819893784913
"150","1","0","1","0","1","0","3",91013.9641655289,9.10509490514779,0.584488830830902,0.67711071196245,0.0264223056805786,4.21908850478241,1.5282129329443,91.3770482459398
"151","0","1","0","1","0","1","3",37104.4997087191,2.93309603215428,0.291224258937873,0.291224258937873,0.00200649553311465,2.62282248200619,1.71449750094511,128.157417047585
"152","0","1","0","1","1","0","3",34649.6610749762,2.94780205320101,0.307240019818069,0.3121234690235,0.000945183717180043,0.189036743436009,0.0236295929295011,81.8484726941492
"153","0","1","0","1","0","1","3",12374.3155660783,0.785680653906427,0.0691924001554027,0.069264643469872,0.0116160617945891,0.482976424556132,0.445279863066087,131.578173814346
"154","1","0","1","0","1","0","3",28485.373502648,2.24751384407282,0.0510747595340945,0.0510747595340945,0.0294411250422709,1.98140964461503,1.30702981905995,324.338112112542
"155","1","1","1","1","0","0","2",62483.492119299,4.54207287582615,0.509863091157749,0.53122269676649,0.021212334361393,6.63188783695688,1.68379564198386,608.808139136992
"1561","0","1","0","0","1","0","3",36322.3793806244,6.87803090390516,0.853897223561071,0.853897223561071,0.226111748617502,6.79197383554656,4.37978221483679,78.6632196853333
"1571","0","1","0","1","0","0","3",32808.6069356981,2.64236799023137,0.279953227774473,0.519563078549691,0.00492507878644392,4.01510991190157,1.4162531721719,92.4111539052357
"158","1","1","0","0","0","1","2",46941.3490039546,3.93597089766059,0.101533072195476,0.114318966003731,0.0219100392991618,-0.497063964881044,0.0541015212235648,351.343325422604
"159","1","1","1","0","1","0","3",4984.32995431032,0.225454987770454,0.0413469924633991,0.0496539218302237,-0.00240193269078213,0.133790293510923,0.104515995182992,135.981879512926
"1601","1","1","1","1","1","0","2",400623.508333565,25.6696669855332,3.62078769149724,3.62078769149724,0.395899491445235,21.5435624135185,11.9164759297616,738.849729585631
"161","0","0","1","1","1","1","3",214548.202786725,17.2751829009596,1.24575533883879,1.24575533883879,0.0272896765398448,0.00867572819115594,0.528600752095084,365.460178688914
"162","0","1","1","0","1","0","3",73543.838452312,6.35492930276224,0.133171321263765,0.0901954277702271,0.00545557279930716,0.184285614502766,0.810977823205426,211.374026429249
"163","1","1","1","1","1","1","2",177716.453975746,8.25848173880763,0.687172128648031,0.687172128648031,0.319430320177626,19.2296717903825,11.3559445427382,900.986350260789
"164","0","0","0","0","0","0","2",109490.505733058,8.71443593666046,0.867362345473035,0.851725901073876,-0.00531542657913792,2.61405146272333,4.93732899892574,168.615429136384
"165","0","1","0","1","0","1","2",70296.1496205535,16.9343056661819,0.250387599816662,0.274570782241412,0.00429081613266666,0.480448100365967,0.374101321952392,116.63653130764
"166","0","0","1","1","1","0","3",41929.6302248535,6.14768018966117,0.298912182360636,1.68860410665196,0.0385406729944846,0.221339003361071,0.131640445686884,80.4836624077406
"167","0","1","0","1","0","1","3",33254.3040152588,2.43508837633207,0.239281482759491,0.23939749082583,0.00104640322653577,2.29135110419094,1.48845024143022,133.798104091953
"168","1","0","1","0","1","0","3",54546.0470099594,3.50457082260237,0.15148242895212,0.153000153831672,0.0587515629260431,0.00058941122177057,0.000294705610885285,110.026416893689
"1691","1","0","1","1","0","0","3",544342.704676547,173.581689717897,1.65078120475716,1.86132228909572,-0.00317605951125649,80.5096280805835,2.34111871078492,227.540225124944
"1701","0","1","1","1","1","1","3",104547.593598648,8.2247434833374,0.850277346261248,0.861471785433274,0.00594041087151361,0.145113668349034,0.125722484037356,451.224674620273
"1711","1","0","1","0","0","1","3",61355.2961831108,4.87367034180452,0.393654168201893,0.415787109547659,0.000146605197766956,3.98618884349297,2.81056881543991,313.67752066447
"172","0","0","0","0","1","0","3",53716.2382162256,4.58923828781423,0.398367499926926,0.663232324478609,0.290738428523349,1.38214245707921,0.275853051784009,128.299862586784
"1731","1","0","1","1","1","0","3",448954.52163476,21.3729817915519,4.03956316868982,4.07844338338604,0.449587566744162,31.968048921363,20.6247279724653,764.351565123991
"174","1","1","1","1","1","1","2",189912.864450645,5.27004739958016,0.561182157916139,0.635030506608889,0.192141984198819,2.52640922382148,1.41693433702712,91.024021357568
"1751","0","0","1","1","1","1","2",111516.899738171,36.1440746745299,0.00573312354870892,0.0206528159068076,0.108022368715273,2.65996132649538,2.05972914224226,132.182843563456
"1761","0","1","0","0","1","0","3",18020.0344542824,1.42532842421904,0.160845332760364,0.160845332760364,0.000400128936763125,0.808371629991897,0.00775049331634459,89.9599579218775
"1771","1","1","1","0","0","1","3",13374.2548028531,-0.354867091520406,0.00234340033374891,-0.00456568254567668,0.00801415119709475,0.439082938440768,0.249444372645109,361.463993126278
"178","1","0","1","1","1","0","2",25875.1733343489,3.16627965239435,0.254919037822634,0.28052486461401,0.0255700619493537,1.80357693033032,1.18812431914227,140.006975399945
"179","0","1","0","1","1","0","3",79355.0109886767,8.07126018494228,0.576281592312735,0.923836543334182,0.0117866757346783,1.36323623316597,0.339381838366579,132.61272426758
"180","1","0","1","0","0","1","2",96365.9334443789,6.99465585691389,0.644429828568222,0.649871598682692,0.0952296184671813,2.85431973653845,1.90308467191071,85.3350662946887
"695","0","1","0","0","1","0","3",37537.2,7.24,0.9,0.9,0.241134693,7.190082692,4.670776491,77.91
"256","0","1","0","0","1","0","3",24800,0.7,0.06,0.066,0.02,1.779776332,1.172362571,79.57
"1361","1","0","0","1","0","0","2",51000,4.84,0.3,0.6,0.56,1.73,1.73,79.59
"533","0","1","0","1","0","0","3",115000,9.867,0.867,1.86,0.013,10.24,0.46,80
"559","0","0","1","0","1","0","3",40369,6.0871,0.3109,1.7139,0.043823082,0.0858,0.0858,80
"630","0","0","1","0","0","1","3",69000,7.665,0.36,0.78,0.443248133,0.138,0.138,80
"710","0","0","1","0","1","0","3",18600,22.808,0.465,0.5016,0.119484279,0.0558,2.314409245,80
"324","1","0","1","0","0","1","3",57722,4.56,0.09,0.09,0.0278,3.5,2.728673885,80.11
"317","0","1","0","1","1","0","3",33911,2.68,0.32,0.32,0,0,0,80.96
"680","0","1","0","0","1","0","3",14000,0.38,0.35,0.35,0.089934404,2.681637354,1.742028464,81
"637","0","1","0","1","0","1","3",71300,7.14,0.4,1.7781,0.45802307,3.28,3.28,81.6
"545","1","0","0","0","1","0","3",74530,7.705,0.598,0.77,0.007,9.48,3.69,81.8
"1511","1","0","0","1","0","0","2",82643.75867,7.212225495,0.582515856,0.787447532,0.081669251,5.930943776,3.906792316,82.29
"619","0","1","0","1","0","0","3",7013,0.5,0.07,0.08,0.002,1.343308769,0.87263183,82.848
"210","1","1","0","1","0","0","1",21646,1.71,0.2,0.2,0.021390758,1.553428971,1.023264525,82.99
"386","0","1","0","1","0","0","3",1300,0.0188,0.0046,0.0051,3e-04,0.0217,0.0217,83
"548","1","0","1","0","0","1","3",72986,7.198,0.581,0.64,0.012,5.84,0.3,83.4
"523","1","0","1","0","1","0","3",54493,3.759,0.234,0.32,0.033,0,0,83.665
"688","0","0","1","0","0","1","3",14000,0.31,0.0025,0.0028,0.089934404,2.681637354,1.742028464,83.77
"1441","0","1","0","0","1","0","2",440900,38.137,3.0863,3.0863,0.435701056,4.21,1,83.946
"538","1","0","1","0","0","0","3",32500,3.978,0.224,0.23,0.003,2.57,0.13,84.4
"607","1","0","1","0","0","0","3",47633,7.1295,0.39,0.39,0.03,0.3096,0.105,84.58
"227","1","1","0","0","1","0","2",138875.4,3.652,0.978865479,1.323234721,0.137237828,9.966417337,6.565012946,85
"392","1","0","1","0","0","1","2",90154,7.12,0.65,0.65,0.089090934,2.88,1.91,85
"842","1","0","1","0","0","0","2",368500,11.055,0.1489,0.6191,0.0116,0,17.41998418,85.45
"549","1","0","0","1","0","0","3",55733,6.248,0.44,0.44,0.1,1.78382667,0.444089117,86.1
"550","0","1","0","1","0","0","3",201413,16.485,1.707,2.45,0.022,9.47,1.21,86.2
"235","0","0","1","0","0","0","3",94626,2.325,0.186,0.2046,0.093510202,1.051,0.421,86.29
"543","0","1","0","1","1","0","3",38600,4.38,0.239,0.27,0.006,1.2,0.15,86.6
"502","1","0","1","0","1","0","3",57868,3.686,0.273,0.34,0.035,1.852160869,0.461101125,87.007
"257","0","0","1","1","0","0","3",45335,3.58,0.1,0.1,0.044800425,0.83,2.143107144,88
"507","0","1","0","1","0","0","3",68559,4.393,0.318,0.403,0.041,0.171,0,88.308
"308","1","0","1","0","0","1","3",52310,4.13,0.28,0.28,0.051693178,8.6,2.472834118,88.5
"915","1","0","1","0","1","0","2",148830,15.646,1.202,1.202,0.147075047,5.7418,7.035593609,88.7
"874","0","1","1","0","0","0","4",31826,4.34,0.74,0.74,0.009,1.6767,1.4023,89.05
"364","0","1","0","0","1","0","3",18038,1.43,0.16,0.16,0,0.8,0,90
"539","0","1","0","1","1","0","3",73529,8.922,0.53,1.13,0.008,2.353417028,0.585890382,90
"1310","1","0","1","0","0","1","2",191750,5.07,0.5589,0.6479,0.189488949,2.46,1.7969,90.48
"922","1","1","0","1","0","0","2",59862,6.869,0.377,1.97,0.0011,4.296006886,2.82983743,91.39
"542","1","0","1","0","1","0","3",94050.4,9.363,0.582,0.66,0.03,3.25,1.13,91.4
"612","0","1","0","1","0","0","3",13214,0.92,0.14,0.2,0.003,2.531082571,1.644226009,95.37
"1641","1","0","0","1","0","0","2",7117,0.0485,0.0012,0.0013,0.007033079,0.510752748,0.336439694,95.98
"1510","1","0","0","1","0","1","2",27195.496,0.2923,0.0326,0.0358,0.026874816,1.32,0.853,96
"418","1","0","1","0","0","0","3",55316,4.37,0.5,0.5,0,1.83,0.0044,96.5
"527","0","0","0","1","0","1","3",26262,3.444,0.165,0.165,0.0013,0.4937,0.209259656,96.54
"931","0","1","0","1","0","1","2",216000,47.8994,0.21,0.221,0,4.4906,3.6067,96.595
"307","0","1","0","1","0","0","3",31747,2.51,0.07,0.07,0.021,2.278329,1.50076591,99
"1011","0","1","0","1","0","1","2",75000,19.1129,0.2765,0.304,0,0.192,0.192,102.095
"772","0","0","1","0","1","1","3",157625,23.8635,0.03,0.04,0.86302572,12.80586272,4.715289996,104.96
"416","0","1","0","1","0","1","3",11785,0.93,0.09,0.09,0.012793357,0.37719838,0.093904693,108.41
"437","1","0","1","0","0","1","3",14487,1.15,0.18,0.18,0.002,0.072,0.072,108.42
"1501","0","1","0","1","0","1","2",32640,5.9731,0.5451,0.909,0.03225512,2.342415301,1.542980417,110.5
"358","1","0","1","0","1","0","3",54547,3.5,0.15,0.15,0.05921419,6e-04,3e-04,110.5
"281","0","0","0","1","1","1","3",26095,2.06,0.04,0.04,0,0,0,112.86
"376","1","0","1","0","1","0","3",25975,2.05,0.13,0.13,0.0069,0.06,0.06,117
"492","1","0","1","1","0","1","2",20684,1.63,0.18,0.18,0,0.208,0.029,117.4
"375","0","1","0","1","0","1","3",12600,0.9,0.0075,0.0083,0.01367809,0.4032838,0.100398738,118.5
"231","0","1","1","0","0","1","3",27803,2.8037,0.04,0.045,0.027475156,0.26,0.12,120.1
"1351","1","1","0","1","0","0","2",52000,4.55,0.4,0.63,0.29,1.104,0.104,122.167
"277","1","1","1","0","0","0","3",82591,6.52,0.52,0.52,0,0,0,122.39
"422","1","0","1","0","1","0","3",44253,3.5,0.1,0.1,0.004,0.252,0.252,123.5
"232","0","0","0","1","1","1","3",27362,0.319,0.002,0.0022,0.0015,0.119,0.119,123.98
"284","1","0","1","0","0","1","3",33070,2.61,0.15,0.15,5e-04,0.02,1.563307671,125.83
"286","0","1","1","0","1","0","2",39082,3.09,0.04,0.04,0.0166,2.082,0.3123,126
"291","1","0","1","1","0","0","2",54234,4.28,0.54,0.54,0.01,3.892112483,2.563786762,126
"801","0","1","0","1","0","1","2",103596.4,3.1079,3.4705,4.6204,0.0162,1.6834,1.4356,126.66
"381","1","0","1","1","1","0","2",34032,2.69,0.22,0.22,0,0.05,0.05,128.66
"621","0","1","1","0","1","0","2",51100,3.11,0.28,0.28,0.0015,3.667200425,2.415634169,128.84
"409","0","1","0","1","0","1","3",12321,0.89,0.08,0.08,0.013375218,0.48,0.48,129.08
"332","0","1","0","1","0","1","3",39467,3.12,0.31,0.31,0.001,2.832356148,1.865711033,130
"337","1","1","0","1","0","0","3",35354,2.79,0.11,0.11,0.038378985,1.131563133,0.28170611,130
"272","1","0","1","0","1","0","3",6882,0.54,0.04,0.04,0.005,0.493887932,0.325330614,130.99
"211","1","0","1","0","1","0","2",83660,2.0915,0.251,0.2761,0.0033,3.765,0,133.078
"613","1","0","0","0","1","0","3",21589,1.4,0.29,0.32,0.001,4.135276345,2.686332323,133.44
"279","0","1","0","1","0","1","3",59525,4.7,0.28,0.28,0,0,0,133.83
"1671","0","1","1","1","1","0","2",62426,7.18,0.0082,0.1479,0.0039,0.242,2.951044592,134.211
"722","0","1","0","1","0","1","2",35000,2.758,0.336,0.336,0.034587292,0.35,0.245,134.29
"1631","1","0","1","1","1","0","2",30000,3.69,0.3,0.33,0.02964625,2.15295524,1.41818053,136.525
"233","0","1","0","1","0","1","2",62720,2.152,0.0951,0.1625,0.061980427,3.25,2.964942761,137.831
"301","1","1","0","1","0","0","2",52082,4.11,0.4,0.4,0.005,0.36,2.462055945,138
"414","0","0","0","1","1","1","2",7131,0.56,0.04,0.04,0,0.02,0.006,139.547
"234","0","1","1","1","0","1","3",110415,36.24,0.0088,0.0097,0.109113024,2.208,2.208,144.56
"215","0","1","0","1","0","1","3",12690,0.168,0.0052,0.0057,0.0012,0.5006,0.2397,146.37
"1661","1","1","0","1","0","1","2",5228,0.1804,0.0038,0.0166,0.0014,0.1568,0.0209,147
"346","0","0","1","0","1","1","2",99245,7.84,0.74,0.74,0.035,7.122334759,4.691577557,147.5
"1001","1","0","1","0","1","0","2",5000,0.1593,0.0298,0.0328,0,0.0233,0.0113,151.487
"763","1","0","1","1","1","0","2",4655,0.472,0.023,0.026,0.00460011,0.0062,0.0046,157.92
"269","0","1","0","0","1","1","3",56880,4.49,0.43,0.43,0.0016,1.55,2.688870285,164.28
"544","1","1","1","0","1","0","2",112629,8.9,0.84,0.84,6e-04,3,5.324275164,167.71
"1591","1","1","0","1","0","0","2",97745,13.173,1.76,1.76,0.096592424,7.014686997,4.62066853,168.323
"413","1","0","1","0","1","0","3",11893,1.14,0.0437,0.0437,0.012910598,0.380655098,0.094765253,170
"1211","0","1","0","1","1","0","2",17618,1.23,0.16,0.21,0.004,0.076,0.076,170.24
"639","0","1","1","1","0","0","3",97000,10.605,0.56,1.614,0.62311694,1.194,0.194,170.35
"694","0","0","1","0","1","1","3",36000,1.62,0.18,0.18,0.231259895,6.89563891,4.479501765,170.88
"824","0","1","0","1","1","0","4",38480,2.4,0.005,0.0055,0.210685042,0.0285,0.0285,172.5
"263","1","0","1","1","0","0","3",6891,0.54,0.01,0.01,0.0022,0.494533819,0.325756068,172.72
"328","1","1","1","0","0","0","3",181078,14.31,1.25,1.25,0.101,0.05,0.05,175.5
"1031","1","0","1","1","1","0","2",280000,9.1943,0.518,0.569,0,0.5925,0.5925,185.36
"322","0","1","0","1","1","0","3",87376,6.9,0.64,0.64,0.017,0,0,191.28
"826","0","1","0","1","0","1","4",22608,1.79,0.11,0.11,8e-04,0,0,193.5
"190","0","1","1","0","1","1","2",5748,0.1722,0.0013,0.0013,0.065,0.1284,0.27172339,195.79
"521","1","1","1","0","0","1","2",49905,3.94,0.11,0.11,0,1e-04,1e-04,200.45
"236","0","0","0","0","0","1","3",1e+05,3,0.247,0.2717,0.098820834,0.4,0.4,202.29
"310","0","1","1","1","1","0","3",75254,5.95,0.15,0.15,0.0089,0.338,0.338,204.5
"623","1","1","1","1","0","0","3",83000,8.925,0.48,9.96,0.533182536,1.163,0.163,206.03
"260","1","1","0","1","0","1","3",13108,1.04,0.11,0.11,0.012953435,0.940697909,0.619650346,207
"380","1","0","1","0","1","0","3",70456,5.57,0.66,0.66,0.076484408,2.25506059,0.561404245,214
"517","0","1","1","1","1","0","3",141943,8.342,0.634,0.833,0.085,0.355,0.241,215.01
"403","0","1","1","1","1","0","3",20891,1.24,0.08,0.08,0.022678491,0.76,0.76,219
"387","0","1","0","1","1","0","3",10256,0.361,0.02,0.022,0.011133531,0.0689,0.0689,219.89
"1791","1","0","0","1","0","0","2",2e+05,21.409,2,2.2,0,0.002,0,220
"1801","0","1","0","1","0","1","2",36000,1.05,0.06,0.06,0.0355755,2.583546288,1.701816636,222.66
"197","1","0","0","1","0","1","2",7289.7,0.9901,0.0507,0.0507,0.007203742,0.523146594,0.344603687,222.815
"383","1","0","1","0","1","0","3",29943,2.37,0.13,0.13,0.012,1.5,1.5,224.5
"981","1","1","0","1","1","0","2",544000,174.0063,1.68,1.848,0,80.77,2.452,234
"406","0","1","0","1","0","1","3",110000,3.069,0.132,0.132,0.1194119,5e-04,5e-04,238.56
"354","1","0","1","0","1","0","3",4594,0.36,0.04,0.04,0.001,0.0068,0.0068,241.269
"622","1","1","0","1","0","1","3",160000,15.015,0.74,2.11,1.027821757,1.322,0.322,244.13
"629","0","1","0","1","0","1","3",162900,17.115,0.73,2.78,1.046451026,7.3,7.3,244.28
"361","1","0","1","0","1","0","3",45095,3.56,0.21,0.21,0.012,0.244,0.244,254.5
"283","1","1","0","0","1","1","3",85103,6.72,0.2,0.2,0.031,0,0,255.78
"438","1","1","0","1","0","1","3",32130,2.57,0.32,0.32,0.03487913,0.9,0.136,259.96
"382","1","0","0","1","0","1","3",72098,5.7,0.16,0.16,0.002,0.198,0.174,265
"1531","0","0","1","0","0","1","2",15000,0.15,0.1365,0.15,0.014823125,1.07647762,0.709090265,266.1
"274","1","1","0","1","1","0","3",87376,6.9,0.64,0.64,0.003,0.472,0.094,273.385
"336","1","0","1","1","1","0","3",57481,4.54,0.11,0.11,0,3.0328,1.2107,275.85
"327","1","1","0","1","0","1","3",20912,1.65,0.16,0.16,9e-04,1.500753333,0.988566375,291.21
"341","1","1","1","1","0","0","3",195333,15.43,0.46,0.46,0.011,6.251955123,1.55644339,293
"1321","0","1","1","1","0","1","2",114950,12.075,0.4,1.25,0.113594548,12.2,12.2,294.02
"242","1","0","1","0","1","1","2",187202,18.1489,0.161,0.176,0.0256,3.234,3.234,295.96
"355","0","1","0","1","0","1","3",44770,3.54,0.1,0.1,0.009,0.011,0.007,298.49
"666","1","0","1","1","1","0","3",3e+05,31.5,2,4,0.2,57.46365758,37.32918138,299.39
"1411","1","0","1","0","1","0","2",286600,22.4981,1.5196,1.6307,0.28322051,20.56789906,13.54835133,303.297
"656","1","1","0","0","1","0","3",35285,2.7614,0.1713,0.6783,0.0015,6.75868386,4.390533883,311.59
"420","1","0","1","0","1","0","3",96088,7.59,0.24,0.24,0.007,1.046,0.332,312.68
"329","1","1","0","1","0","1","3",89649,7.08,0.51,0.51,0,0.56,0.45,314.24
"334","1","1","1","0","1","0","3",261636,20.67,1.86,1.86,0.02,0.12,0.01,319.83
"287","1","1","1","0","1","0","3",19842,1.57,0.16,0.16,0.01960803,1.423964596,0.937984603,321.044
"289","1","1","0","1","0","1","3",60127,4.75,0.4,0.4,2e-04,4.315024657,2.842364691,324.959
"264","1","0","1","0","1","0","3",28139,2.22,0.05,0.05,0.03,2.01940025,1.330206064,328.75
"251","1","0","1","1","1","0","2",108788,3.231,0.4352,0.4787,0.012,0.2676,0.0795,332.355
"1131","1","1","1","1","0","0","2",70521,5.4592,0.77,0.847,0.04,20.99,5.45,340
"1721","1","0","1","1","1","1","2",24717,1.8,0.19,0.35,0.03,1.773819822,0,345.7
"323","0","0","1","1","1","1","3",254451,20.1,1.48,1.48,0,0,0,353.8
"395","0","1","1","1","1","1","3",12046,0.189,0.004,0.0044,0.013076689,0.385552116,0.095984381,356.7
"300","0","1","1","1","1","1","3",48101,3.8,0.12,0.12,0.03,0,0,360
"338","0","1","0","1","0","1","3",50747,4.01,0.2,0.2,0,0.005,0,363.2
"681","0","1","1","1","1","1","2",92498,7.29,0.36,0.36,0,0.43,0.25,373.68
"228","1","1","1","1","0","0","3",346374,11.459,2.441422682,3.300326071,0.342289675,24.85759061,16.37402876,387.828
"423","0","0","1","0","1","1","3",35956,2.84,0.3,0.3,0.0144,0.004,0.004,388.176
"651","0","0","1","1","1","1","3",24483,3.82,0.13,0.13,0.157276,0.05,3.046434492,421
"191","0","1","1","1","1","1","2",9445,0.4675,0.0019,0.0019,0.009333628,0.677822075,0.446490504,433.36
"330","1","0","1","1","1","0","3",48532,5.035,0.083,0.0913,0,0.129,0.015,435.8
