"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HWsum"
"3120","2","1","0","1","1","0","0","0","0","0","0","1",87.13886969,7.660322581,0.012256372,3747.498,17.18834697,0.271118486,2.28589574,0.140337465,0.006,0.33,0.02,1.742549399,27
"188","1","1","0","1","1","0","0","0","0","0","0","1",22.582294,7.659230769,0.002239158,1542.86,7.076511584,0.111620571,0.94111247,0.028103393,0.000760597,0.156967009,0.000134771,0.353791,12.968
"3636","1","1","0","1","1","0","0","0","0","0","0","1",2.667993,7.571666667,0.000843801,258,1.183347801,0.018749,0.157374627,0.009661664,0.004317052,0.029217459,0.000809,0.119967441,20.71
"2220","1","0","1","0","0","0","0","0","0","1","0","1",5.557358498,7.473833334,0.000781661,239,1.096202033,0.017290821,0.145785023,0.008950146,0.00399913,0.027065785,0.003627826,0.111132629,4.285
"2083","1","0","1","0","0","0","0","0","0","0","0","0",0.118203388,7.473833334,1.66e-05,5.08346,0.023315896,0.000367771,0.003100805,0.000190367,8.51e-05,0.000575681,7.72e-05,0.002363758,0.267
"292","3","1","0","1","1","0","0","0","0","0","0","1",39.19816547,7.473833334,0.005513353,1685.758,7.731930321,0.121958746,1.028277275,0.063128787,0.028207386,0.19090529,0.025588441,0.783860749,29.43
"3097","4","1","0","1","1","0","0","0","0","0","0","1",205.1607,7.259,0.00965583,2952.3585,13.54134473,0.2135929,1.800877203,0.110560835,0.049401109,0.334342685,0.04481441,1.683525425,55.75
"2495","2","0","1","0","0","0","0","0","0","1","0","1",136.586749,7.262580645,0.003136456,959,4.39856799,0.213378,0.584970029,0.035912929,0.016046718,0.10860288,0.014556843,2.370118,5.19
"5266","3","1","0","1","1","0","0","0","0","0","0","1",1016.468,7.360689655,0.138472517,42339.239,194.1939743,3.063097133,25.82605409,1.585532922,0.70845237,10.301,0.642675342,19.68732618,29.3
"3220","2","0","1","0","0","0","0","0","0","1","0","1",25.2004118,7.817,0.003544522,1083.77,4.970840491,0.078407002,0.661077131,0.040585354,0.018134464,0.122732579,0.01645075,0.5039423,2.5
"2222","1","0","1","0","0","0","0","0","0","1","0","1",6.231682333,7.473833334,0.000876507,268,1.229213995,0.019388871,0.163474419,0.010036147,0.00448438,0.030349918,0.004068023,0.124617342,4.79
"3864","1","0","1","0","0","0","0","0","0","1","0","1",24.61216889,7.177931034,0.003461784,1058.472,4.854808193,0.076576779,0.645645878,0.039637987,0.017711159,0.119867682,0.016066747,0.492178981,7.844
"5263","3","1","0","1","1","0","0","0","0","0","0","1",392.438,7.217096774,0.034578157,10572.588,48.49243707,0.764890082,6.44905851,0.395925547,0.176908589,7.185,0.160483319,4.916148552,20.323
"1981","3","0","1","0","0","0","0","0","0","0","0","0",23.00002337,7.473833334,0.00323503,989.14,4.536808698,0.071560849,0.603354802,0.037041621,0.016551043,0.112016113,0.015014344,0.459940289,0.3454
"4449","3","1","0","1","1","0","0","0","0","0","0","1",0.287633994,7.473833334,4.05e-05,12.37,0.056736482,0.000894927,0.007545442,0.000463236,0.000206984,0.001400853,0.000187767,0.005751927,48.367
"5249","3","0","1","0","0","0","0","0","0","1","0","1",0.393130796,7.473833334,5.53e-05,16.907,0.077545974,0.001223163,0.010312918,0.000633139,0.000282901,0.00191465,0.000256635,0.007861587,7.094
"1481","2","0","1","0","0","0","0","0","0","1","0","1",25.22708,7.863870968,0.007986973,2442.09,11.20093733,0.176676744,1.489624044,0.091452142,0.040862908,0.276556837,0.004714,1.135547627,2
"2327","1","0","1","0","0","0","0","0","0","1","0","1",4.6327,7.149,0.008464872,621,1.11,0.006695,0.378797068,0.0232554,0.010391045,0.070325744,0.00030873,0.07844,10.4
"24","2","0","1","0","0","0","0","0","0","1","0","1",44.22634252,7.473833334,0.006220582,1902,8.72375007,0.137603105,1.160180392,0.071226685,0.031825712,0.215393824,0.028870819,0.884411134,5.23
"4553","3","0","1","0","0","0","0","0","0","1","0","1",56.41060688,7.293,0.00793434,2425.997,11.12712487,0.175512471,1.479807649,0.090849486,0.040593628,0.27473437,0.036824669,1.128064542,4.5
"2335","5","1","0","1","1","0","0","0","0","0","0","1",359.686216,7.1289267,0.053100619,16236,74.46835233,1.174618303,9.903621891,0.608010752,0.271673109,1.838661476,0.246449324,4.301957,58.803
"2966","1","0","1","0","0","0","0","0","0","0","0","0",1.046364571,7.473833334,0.000147175,45,0.206397872,0.003255594,0.027449063,0.001685174,2.079,0.005096068,0.000683064,0.020924554,0.09
"2611","1","1","0","1","1","0","0","0","0","0","0","1",3.05029,7.533,0.000974623,298,2.876218905,0.01068539,0.181773794,0.011159596,0.004986363,0.033747297,0.004523399,0.079241,49.59
"4629","3","1","0","1","1","0","0","0","0","0","0","1",85.46105898,7.872580645,0.012020383,3675.342,16.85739486,0.26589825,2.241882082,0.137635344,0.006,0.416217649,2e-04,1.708997575,21.418
"142","2","0","1","0","0","0","0","0","0","1","0","1",7.83,7.0395,0.013559692,4146,19.01612397,0.299948724,2.528973661,0.039545524,0.069374027,0.469517768,0.000630556,0.2,2.45
"3142","3","0","1","0","0","0","0","0","0","1","0","1",8.367358927,7.851,0.001176897,359.847,1.650481226,0.192560461,0.219499176,0.013475662,0.006021234,0.066003667,0.005462186,0.167325286,3.29
"2085","1","0","1","0","0","0","0","0","0","0","0","0",14.04453779,7.473833334,0.001975411,604,2.770318108,0.043697306,0.368427422,0.022618779,0.010106588,0.068400562,0.009168231,0.280854009,0.181
"1886","1","0","1","0","0","0","0","0","0","1","0","1",20.99309612,7.9305,0.002952749,902.83,4.140937579,0.06531662,0.550707499,0.033809457,0.0347395,0.102241854,0.013704228,0.419806995,3.21
"4469","2","1","0","1","1","0","0","0","0","0","0","1",22.41268731,7.473833334,0.003152419,963.881,4.420955279,0.069733448,0.587947338,0.036095714,0.01612839,0.109155633,0.014630933,0.448195104,17.079
"3771","2","0","1","0","0","0","0","0","0","1","0","1",27.39382446,7.473833334,0.003853033,1178.1,5.403496297,0.08523145,0.718616466,0.044117853,0.019712866,0.133415071,0.017882603,0.547804815,9.858
"2585","4","0","1","0","0","0","0","0","0","1","0","1",14.53284126,7.473833334,0.002044093,625,2.866637115,0.045216583,0.381236985,0.023405193,0.010457976,0.070778728,0.009486994,0.290618801,2.6
"1520","2","1","0","1","1","0","0","0","0","0","0","1",89.2878,7.639354839,0.011938452,3650.291,16.74249546,0.264085897,2.226601494,0.136697227,0.061079447,0.413380724,0.05540846,1.935908617,24.535
"4763","1","0","1","0","0","0","0","0","0","0","0","0",12.07225684,7.633,0.001698003,519.18,2.381281052,0.037560873,0.316688988,0.019442413,0.008687315,0.05879504,0.007880732,0.24141355,0.86
"3524","2","0","1","0","0","0","0","0","0","1","0","1",13.771923,7.491071429,0.004693237,1435,6.581798817,0.103817274,0.875320117,0.053738324,0.024011512,0.162507959,0.079255,0.718494,1
"1056","4","0","1","0","0","0","0","0","0","1","0","1",464.115419,7.27483871,0.021981354,6721,30.82666888,0.486241045,4.099670038,0.294109,0.112460887,0.761126126,0.102019334,15.92074,7.2302
"3215","2","0","1","0","0","0","0","0","0","1","0","1",23.64179364,7.766451613,0.003325297,1016.74,4.663399393,0.073557614,0.620190227,0.038075194,0.017012867,0.115141702,0.015433289,0.472774015,1.21
"164","2","1","0","1","1","0","0","0","0","0","0","1",9.4294,6.691666667,0.001187209,363,1.664942837,0.026261791,0.221422441,0.003462379,0.006073992,0.041108285,5.52e-05,4.1768,11.89
"4967","1","0","1","0","0","0","0","0","0","1","0","1",9.077491682,7.009666667,0.003264578,390.387,1.790556582,0.028243146,0.23812794,0.014619333,0.008042553,0.044209752,0.005919035,0.181526083,3.14
"3059","2","1","0","1","1","0","0","0","0","0","0","1",35.174,7.479333333,0.003950665,1207.952,5.540416059,0.087391139,0.736825565,0.04523576,0.115,0.289,0.018335733,0.561685699,16.565
"295","3","1","0","1","1","0","0","0","0","0","0","1",55.89798125,7.473833334,0.007862237,2403.951,11.02600826,0.173917519,1.466360049,0.090023901,0.040224738,0.272237749,0.036490028,1.117813371,42.877
"3623","3","1","0","1","1","0","0","0","0","0","0","1",769.6,6.838387097,0.019320567,5907.44,89.426,0.682,3.60341538,0.1067,0.098847782,0.668993739,0.000236195,18.97,34.5161
"1038","1","1","0","1","1","0","0","0","0","0","0","1",19.94508062,7.446129032,0.002805342,857.759,3.934214057,0.062055889,0.523215127,0.032121624,0.014352676,0.097137745,0.013020087,0.398849427,18.277
"3160","2","0","1","0","0","0","0","0","0","0","0","0",90.43,8.336591387,0.01557749,4762.96,21.84588466,0.344583641,2.905306413,0.1783648,0.46,2.817446582,0.072297874,2.214729157,0.96
"1602","3","1","0","1","1","0","0","0","0","0","0","1",0.043517276,7.470967742,0.000112,3.302596,0.015147751,0.000238931,0.002014515,0.000123677,5.53e-05,0.000516644,5.01e-05,0.001535674,60
"2527","5","1","0","1","1","0","0","0","0","0","0","1",38.58470025,7.373625192,0.013912912,4254,19.51147886,0.30776215,2.594851412,0.159305108,0.071181166,0.481748332,0.064572273,1.978067805,48.207
"3056","2","1","0","1","1","0","0","0","0","0","0","1",35.023,7.819666667,0.003504154,1071.427,4.914227847,0.077514028,0.653548158,0.04012313,0.023,0.09,0.016263394,0.498202928,14.616
"3892","2","1","0","1","1","0","0","0","0","0","0","1",18.18,7.148333333,0.001919805,586.998,2.692336406,0.04246727,0.358056556,0.021982083,0.009822097,0.066475155,0.008910154,0.272948248,38.669
"2930","3","1","0","1","1","0","0","0","0","0","0","1",9.2,7.116451613,0.001934758,591.57,2.713306429,0.042798038,0.360845381,0.022153296,0.009898599,0.032817406,0.000714836,0.275074182,15.0727
"2209","5","0","1","0","0","0","0","0","0","0","0","0",511.8549,7.268275862,0.00829411,2536,11.63166676,0.358198,1.546907189,0.094968913,0.042434282,0.287191765,0.038494425,1.179214846,0.04
"76","1","1","0","1","1","0","0","0","0","0","0","1",0.075012713,7.473833334,1.06e-05,3.226,0.014796434,0.00023339,0.001967793,0.000120808,5.4e-05,0.000365331,4.9e-05,0.001500058,26.26
"167","2","1","0","1","1","0","0","0","0","0","0","1",0.009394029,7.473833334,1.32e-06,0.404,0.001852994,2.92e-05,0.000246432,1.51e-05,6.76e-06,4.58e-05,6.13e-06,0.000187856,34.69
"3599","4","0","1","0","0","0","0","0","0","1","0","1",39.1,7.609042,0.002842106,869,3.985772245,0.062869137,0.530071903,0.032542581,0.014540769,0.098410743,0.013190716,0.404076381,2.52
"4691","1","0","1","0","0","0","0","0","0","1","0","1",0.16457408,7.473833334,2.31e-05,7.07768,0.032462624,0.000512046,0.004317237,0.000265047,0.000118429,0.000801519,0.000107433,0.003291051,3.167
"4408","3","1","0","1","1","0","0","0","0","0","0","1",3.545873752,7.473833334,0.000498739,152.494,0.699431936,0.011032412,0.093018164,0.005710642,0.002551646,0.01726933,0.002314735,0.070908197,32.331
"3730","4","0","1","0","0","0","0","0","0","1","0","1",119.7,6.988709677,0.003509298,1073,4.9214426,0.077627829,0.654507655,0.040182036,0.017954253,0.12151292,0.0139,0.498934357,4.493
"3760","2","1","0","1","1","0","0","0","0","0","0","1",64.03751173,7.473833334,0.009007089,2754,12.63154979,0.199242351,1.679882649,0.103132644,0.046082024,0.311879386,0.041803489,1.280582683,58.48
"4766","1","0","1","0","0","0","0","0","0","1","0","1",2.724965868,7.752580645,0.000383276,117.19,0.537505926,0.00847829,0.07148346,0.004388567,0.001960912,0.013271295,0.001778849,0.054492188,1.17
"4188","1","0","1","0","0","0","0","0","0","1","0","1",15.31528943,8.130769231,0.013689045,658.65,3.020976858,0.047651044,0.401762784,0.024665329,0.011021033,0.074589454,0.009997773,0.306265717,10.37
"2980","1","0","1","0","0","0","0","0","0","1","0","1",0.883596749,7.473833334,0.000124281,38,0.174291537,0.002749168,0.023179209,0.001423036,1.7556,0.004303347,0.000576809,0.017669623,5.2457
"489","1","0","1","0","0","0","0","0","0","1","0","1",18.37278996,6.924672043,0.002584194,790.141,3.624076027,0.057163962,0.481969556,0.379,0.021603932,0.089480279,0.028805242,0.367407728,1.655
"915","2","1","0","1","1","0","0","0","0","0","0","1",10.22030781,7.743548387,0.00143752,439.535,2.015979751,0.031798833,0.268107197,0.016459843,0.007354634,0.049775565,0.006671785,0.204379415,53.45
"970","1","0","1","0","0","0","0","0","0","1","0","1",517.5736085,7.473833334,0.072798453,22258.793,102.0926115,1.610346493,13.5774002,0.833554167,0.372451065,2.520718477,0.337870442,10.35011796,1.6895
"1381","4","1","0","1","1","0","0","0","0","0","0","1",28.092541,7.607419355,0.005952398,1820,8.34764728,0.054903921,1.110162099,0.068155923,0.030453625,0.206107655,0.027626125,0.547284807,21.49
"816","4","1","0","1","1","0","0","0","0","0","0","1",95.95956026,7.758275862,0.013497032,4126.841,18.92824893,0.298562637,2.51728707,0.154543219,0.069053444,0.467348088,0.062642103,1.918940132,54.5
"4130","2","1","0","1","1","0","0","0","0","0","0","1",42.0974766,7.473833334,0.012815,1810.4459,8.30382626,0.130979483,1.104334297,0.067798138,0.030293759,0.205025692,0.0215,0.841839386,54.083
"3424","3","1","0","1","1","0","0","0","0","0","0","1",12.488294,7.420170048,0.004062021,1242,5.696581276,0.134175,0.757594136,0.0465108,0.020782089,0.140651488,0.024321149,0.087875,42.34
"2675","2","0","1","0","0","0","0","0","0","1","0","1",48.9235,7.224333333,0.001188045,363.2557,1.666115635,0.02628029,0.221578412,0.0625,0.006078271,0.041137242,0.005513927,0.3429,1.168
"983","1","0","1","0","0","0","0","0","0","1","0","1",3.848714912,7.925806452,0.000541335,165.518,0.759168067,0.011974653,0.100962533,0.006198369,0.002769573,0.018744246,0.002512429,0.076964228,8
"5229","2","1","0","1","1","0","0","0","0","0","0","1",11.15830157,7.473833334,0.001569452,479.8744,2.201001225,0.034717249,0.292713391,0.017970485,0.008029624,0.054343839,0.007284105,0.223136836,21.38
"4231","2","0","1","0","0","0","0","0","0","1","0","1",2.928774434,7.187334179,0.007,125.955,0.577707645,0.009112408,0.076829927,0.004716802,0.002107575,0.014263895,0.001911895,0.058567826,2
"4336","3","1","0","1","1","0","0","0","0","0","0","1",632.1501431,7.749086022,0.024733782,7562.58,34.68667603,0.54712644,4.613016312,0.59,0.126542844,0.054679186,0.25,12.0004473,54.8
"1002","4","1","0","1","1","0","0","0","0","0","0","1",874.106,7.968,0.064567196,19742.011,90.54909035,1.428266042,12.04221559,0.739304936,0.249161,2.235703072,0.005761,139.097,13.08
"1641","4","1","0","1","1","0","0","0","0","0","0","1",394.1599,8.123,0.027480499,8402.414,38.53867493,0.607885518,5.125297563,0.314656199,0.140595586,0.951539476,0.127541836,9.4028,26.821
"5265","4","1","0","1","1","0","0","0","0","0","0","1",263.735,7.145862069,0.064693668,19780.681,90.72645492,1.431063682,12.06580348,0.740753063,0.330985409,10.392,0.30025471,9.197820463,29.06
"3132","3","0","1","0","0","0","0","0","0","1","0","1",21.62291458,8.09483871,0.003041335,929.916,4.265170752,0.497614413,0.567229395,0.034823782,0.015560062,0.138,0.014115371,0.432401716,1.61
"1238","1","0","1","0","0","0","0","0","0","1","0","1",21.693,8.062965968,0.00220364,673.783,3.090386169,0.048745864,0.410993599,0.025232034,0.013128345,0.076303206,0.01022748,0.313302412,1.68
"2077","1","0","1","0","0","0","0","0","0","1","0","1",50.29525704,7.473833334,0.007074196,2163,9.920857729,0.15648555,1.319384956,0.081000693,0.036192962,0.244951021,0.032832587,1.005773546,9.953
"658","1","0","1","0","0","0","0","0","0","0","0","0",26.17143812,7.473833334,0.0036811,1125.53,5.162377716,0.081428193,0.686549861,0.056,0.018833225,0.12746173,0.011489572,0.523360286,0.393
"3782","3","1","0","1","1","0","0","0","0","0","0","1",3.651347301,7.473833334,0.000513574,157.03,0.720236842,0.011360576,0.09578503,0.005880508,0.002627545,0.017783014,0.002383588,0.073017392,56.5285
"802","2","1","0","1","1","0","0","0","0","0","0","1",11.52468264,7.473833334,0.001620985,495.631,2.273270752,0.035857184,0.302324589,0.018560543,0.006559992,0.056128211,0.007523277,0.230463499,11.79
"99","2","0","1","0","0","0","0","0","0","1","0","1",12.160125,7.795985677,5.9e-05,1153,5.288372151,0.083415552,0.703305989,0.005244,0.000217,0.130572597,4.8e-05,0.29391,8.158
"509","2","1","0","1","1","0","0","0","0","0","0","1",12.34461391,6.574736842,3.36e-05,530.893,2.435004125,0.038408268,0.323833674,0.019881045,0.008883306,0.06012149,5.13e-05,0.246859979,38.97
"5056","2","1","0","1","1","0","0","0","0","0","0","1",16.67808163,7.643214286,0.001616111,717.2583,3.289790823,0.051891151,0.437512626,0.026860111,0.002827917,0.081226608,0.007273038,0.333517995,11.23
"1386","4","0","1","0","0","0","0","0","0","1","0","1",0.28475,7.406333333,9.16e-05,28,0.128425343,0.002929232,0.017079417,0.001048553,0.000468517,0.003170887,0.000335631,0.004783,3.725
"4333","3","1","0","1","1","0","0","0","0","0","0","1",775.9018637,7.749086022,0.030358274,9282.32,42.57446885,0.671543666,5.662021899,0.94,0.155318843,0.067113301,0.19,14.72936378,43.2
"2066","2","1","0","1","1","0","0","0","0","0","0","1",145.5,8.303870968,0.024360841,7448.55,34.16366382,12.504,4.543460387,0.181,0.036,0.103,0.000408751,11.97,32.915
"1688","3","0","1","0","0","0","0","0","0","1","0","1",21.23,6.970067194,0.00277627,848.87,3.893443597,0.061412801,0.517793023,0.031788746,0.014203939,0.096131102,0.012885159,0.39471613,3.277
"103","2","1","0","1","1","0","0","0","0","0","0","1",12.1386,7.748958333,1.1e-05,1005,4.609552482,0.072708265,0.613029071,0.001541,1.1e-05,0.113812194,2.2e-05,0.520845,11.14
"2456","2","0","1","0","0","0","0","0","0","1","0","1",15.97449911,7.473833334,0.002246867,687,3.151007517,0.049702068,0.419055693,0.025726989,0.011495407,0.077799977,0.010428103,0.319448186,4.324
"4950","3","1","0","1","1","0","0","0","0","0","0","1",94.54434055,7.297692308,0.012,4065.978,18.64909351,0.29415941,2.480161907,0.152264002,0.04,0.460455599,0.115,1.89063944,13.385
"4291","2","0","1","0","0","0","0","0","0","1","0","1",92.60917066,8.263225806,0.013025788,3982.754,18.2673767,0.288138442,2.429397001,0.149147404,0.066642471,0.451030817,0.060454979,1.851941106,6.24
"4233","2","0","1","0","0","0","0","0","0","1","0","1",17.47224211,7.070192308,0.053,751.412,3.446440845,0.054362053,0.458345672,0.028139109,0.012573197,0.085094377,0.011405825,0.349399127,2.1
"1210","3","1","0","1","1","0","0","0","0","0","0","1",136.308,7.435483871,0.024775985,7575.484,34.74586176,0.54806,4.620887483,0.283689069,0.658151887,0.85789299,0.950615404,3.52252492,57.52
"2078","1","1","0","1","1","0","0","0","0","0","0","1",46.55159713,7.473833334,0.006547637,2002,9.182412008,0.144837758,1.221178309,0.074971515,0.033498988,0.22671842,0.030388738,0.930910142,11.444
"1528","2","0","1","0","0","0","0","0","0","0","0","0",59.42,6.978064516,0.001968029,601.743,2.759966108,0.04353402,0.367050699,0.022534258,0.010068822,0.068144966,0.009133971,0.81,0.497
"1687","3","0","1","0","0","0","0","0","0","1","0","1",149.78,7.260848214,0.015687446,4796.58,22.00008681,0.347015931,2.925813913,0.179623812,0.080260027,0.543193327,0.072808198,2.230362123,2.74
"1392","4","1","0","1","1","0","0","0","0","0","0","1",67.814007,7.060333333,0.00506935,1550,7.109260046,0.19,0.945467722,0.05804488,0.02593578,0.175531245,0.018579562,9.387122,58.1
"1675","2","1","0","1","1","0","0","0","0","0","0","1",25.67406616,7.473833334,0.003611143,1104.14,5.064269927,0.0798807,0.673502407,0.041348176,0.018475311,0.125039399,0.016759951,0.513414148,34.077
"1965","3","1","0","1","1","0","0","0","0","0","0","1",323.9835368,7.473833334,0.045569364,13933.25,63.90651454,1.008022325,8.498992345,0.521776657,0.233141743,1.577884332,0.211495445,6.478823048,31.5328
"2812","4","0","1","0","0","0","0","0","0","1","0","1",27.23961358,7.473833334,0.003831342,1171.468,5.373077837,0.084751648,0.714571085,0.043869496,0.171868822,0.132664023,0.017781935,0.544721,1.32
"2124","1","0","1","0","0","0","0","0","0","1","0","1",12.99817322,7.473833334,0.001828236,559,2.563920236,0.040441712,0.340978359,0.020933605,0.009353613,0.063304494,0.008485167,0.259929455,1.434
"4760","1","0","1","0","0","0","0","0","0","0","0","0",11.53093757,7.690666667,0.001621865,495.9,2.274504553,0.035876646,0.302488673,0.018570617,0.008297776,0.056158674,0.00752736,0.230588581,0.74
"4276","2","1","0","1","1","0","0","0","0","0","0","1",83.67008559,7.92,0.022789411,6968.071,31.95988952,0.504115776,4.250378202,0.041415315,0.116595067,0.789105919,0.002785439,5.084177021,21.4
"2735","1","0","1","0","0","0","0","0","0","0","0","0",0.255778006,7.473833334,3.6e-05,11,0.050452813,0.000795812,0.006709771,0.000411931,0.311418851,0.001245706,0.000166971,0.005114891,0.165
"2462","1","1","0","1","1","0","0","0","0","0","0","1",15.05,7.6655,0.002109504,645,2.958369503,0.050415,0.393436568,0.02415416,0.010792631,0.073043647,0.009790577,0.2,23.288
"5157","3","1","0","1","1","0","0","0","0","0","0","1",73.083923,7.460645161,0.012581798,3847,34.89,0.091069,2.346589888,0.144063646,0.064370932,0.435657225,0.012595,0.092835,21.4246
"2985","1","0","1","0","0","0","0","0","0","0","0","0",2.929820798,7.473833334,0.000412089,126,0.577914042,0.009115663,0.076857376,0.004718487,0.002108328,0.014268991,0.001912578,0.05858875,0.05
"1150","2","0","1","0","0","0","0","0","0","0","0","0",18.87351029,6.943333333,0.06,811.675,3.722844289,0.058721872,0.495104847,0.030395857,0.021827862,0.091918918,0.001488263,0.377420824,0.1
"3063","3","1","0","1","1","0","0","0","0","0","0","1",116.12,7.035483871,0.015851571,4846.763,22.23025713,0.350646497,2.956424498,0.18150308,0.081099727,0.54887635,0.062032188,2.253696721,30.616
"4009","4","1","0","1","1","0","0","0","0","0","0","1",14.59,6.786666667,0.003008904,920,4.219689834,0.03,0.561180841,0.034452445,0.001197,0.104186287,0.009176,0.59,17.83
"2892","1","0","1","0","0","0","0","0","0","0","0","0",0.930101841,7.473833334,0.000130822,40,0.183464775,0.002893861,0.024399167,0.001497932,0.00066931,0.004529839,0.000607168,0.018599603,0.06
"3114","2","1","0","1","1","0","0","0","0","0","0","1",64.07004204,8.163225806,0.009011665,2755.399,12.63796647,0.199343564,1.68073601,0.103185034,0.004411582,0.741,0.010903656,1.281233205,17.2
"5013","2","1","0","1","1","0","0","0","0","0","0","1",76.48550646,6.72483871,0.051,3289.339,15.08694602,0.237972271,2.006428291,0.123180185,0.123,0.372504367,0.236,1.529510009,59.576
"746","1","1","0","1","1","0","0","0","0","0","0","1",5.599468859,7.473833334,0.000787584,240.811,1.104508401,0.017421841,0.146889695,0.009017965,0.006,0.027270874,0.003655316,0.111974726,35.61
"4334","3","1","0","1","1","0","0","0","0","0","0","1",2437.402,7.902258065,0.10222028,31254.786,143.3538073,2.261175393,19.06476859,0.759,0.522978867,0.045,0.74121589,22.197,47.33
"3014","1","0","1","0","0","0","0","0","0","1","0","1",0.377156296,7.473833334,5.3e-05,16.22,0.074394966,0.001173461,0.009893862,0.000607412,0.000271405,0.00183685,0.000246206,0.007542139,4
"3349","2","1","0","1","1","0","0","0","0","0","0","1",6.483809689,7.473833334,0.000911969,278.843,1.278946709,0.020173324,0.170088423,0.010442199,0.004665813,0.031577844,0.004232611,0.129659229,20.422
"5208","3","1","0","1","1","0","0","0","0","0","0","1",50.967084,7.177,0.007901644,2416,11.08127243,0.174789223,1.473709688,0.090475116,0.040426351,0.27360225,0.001821,4.14046,33.35
"993","4","0","1","0","0","0","0","0","0","1","0","1",677.6499928,7.817777778,0.043318082,13244.9,60.74931509,0.958222589,8.07911318,0.495999113,0.024466158,1.499931472,0.006461685,98.57934205,5.53
"2896","1","0","1","0","0","0","0","0","0","1","0","1",2.185739326,7.473833334,0.000307432,94,0.431142222,0.006800574,0.057338042,0.003520141,0.00157288,0.010645121,0.001426844,0.043709068,1.0047
"3775","2","1","0","1","1","0","0","0","0","0","0","1",50.06412673,7.473833334,0.007041686,2153.06,9.875266732,0.155766425,1.313321763,0.080628457,0.036026639,0.243825356,0.032681706,1.001151544,12.143
"2643","1","0","1","0","0","0","0","0","0","0","0","0",1.255637485,7.473833334,0.00017661,54,0.247677447,0.003906713,0.032938875,0.002022209,0.000903569,0.006115282,0.645994286,0.025109464,0.0425
"4326","1","1","0","1","1","0","0","0","0","0","0","1",3267.85358,7.749086022,0.127859461,39094.2,179.3102155,2.828329814,23.84664788,2.253,0.654153908,0.282660024,0.927129761,62.03542796,35.67
"2033","1","0","1","0","0","0","0","0","0","0","0","0",0.763822884,8.194516129,0.000107434,32.849,0.15066586,0.002376511,0.020037206,0.00123014,0.000549654,0.003720017,0.000498621,0.015274459,0.9
"2931","3","1","0","1","1","0","0","0","0","0","0","1",12.62,6.853548387,0.003001905,917.86,4.209874468,0.066403988,0.559875486,0.034372305,0.015358332,0.050918377,0.001109115,0.426795796,15.2428
"2175","3","1","0","1","1","0","0","0","0","0","0","1",165.6633,7.238064516,0.001029685,6318.30085,28.97964116,0.457107158,3.854031942,0.236609685,0.069415,0.206994,0.002639704,2.937947225,41.646
"622","2","1","0","1","1","0","0","0","0","0","0","1",52.55749724,7.473833334,0.007392387,2260.29,10.36708993,0.163524144,1.37872983,0.084644039,0.037820893,0.255968721,0.034309371,1.051012431,39.064
"4148","3","1","0","1","1","0","0","0","0","0","0","1",0.345416571,7.473833334,2.18e-05,14.855,0.068134231,0.001074708,0.009061241,0.000556295,0.000248565,0.001682269,0.004,0.006907428,57.536
"20","2","0","1","0","0","0","0","0","0","1","0","1",91.834288,8.195666667,0.001388144,424.43774,1.946734366,0.030706599,0.258898183,0.015894476,0.007102015,0.048065861,0.006442621,0.197359339,4.13
"5128","3","0","1","0","0","0","0","0","0","1","0","1",23.44995332,7.473833334,0.00049141,150.253,0.689153322,0.010870284,0.091651201,0.005626721,0.002514148,0.017015546,0.003,0.069866155,10.6
"5108","2","0","1","0","0","0","0","0","0","1","0","1",1.3231,7.473833334,0.000111199,34,0.155945059,0.002459782,0.020739292,0.001273243,0.000568914,0.003850363,0.000516092,0.015809663,3.031
"4980","1","0","1","0","0","0","0","0","0","1","0","1",8.341804379,7.303333333,0.003,358.748,1.645440531,0.025954174,0.218828809,0.013434506,0.007390743,0.040626763,0.005439326,0.166814262,7.36
"3315","1","1","0","1","1","0","0","0","0","0","0","1",237.32,6.958333333,0.062058127,18974.84,87.03036897,1.37276388,11.57425726,0.767,0.699,8.025,0.469,9.7,36.566
"3516","1","0","1","0","0","0","0","0","0","1","0","1",6.301439971,7.473833334,0.000886319,271,1.242973853,0.01960591,0.165304357,0.010148492,0.004534578,0.030689656,0.00411356,0.126012312,9.65
"1277","2","0","1","0","0","0","0","0","0","1","0","1",26.7529186,7.335806452,0.003945929,1206.504,5.533774634,0.087286381,0.735942315,0.2048,0.3188,0.1582,0.176,0.585038712,4.085
"2843","1","0","1","0","0","0","0","0","0","1","0","1",1.219642544,7.473833334,0.972,52.452,0.24057736,0.00379472,0.031994628,0.001964239,0.000877667,0.005939977,0.000796179,0.02438966,1.505
"2473","1","1","0","1","1","0","0","0","0","0","0","1",6.301137,7.2052,0.001089093,333,1.527344255,0.016430921,0.203123065,0.012470287,0.005572009,0.037710906,0.00505467,0.27986,41.749
"5202","3","1","0","1","1","0","0","0","0","0","0","1",18.61,7.360454545,0.005405758,1652.86,7.581039716,0.11957869,1.00821018,0.061896813,0.027656911,0.187179724,0.045043,0.48,14.82
"1119","5","1","0","1","1","0","0","0","0","0","0","1",17.58672,7.756451613,0.00333923,1021,2.13309,0.010556,0.622788738,0.038234724,0.017084149,0.11562413,0.015497953,0.19,31.6305
