"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HWsum"
"385","2","1","0","1","1","0","0","0","0","0","0","1",14.56041878,7.473833334,0.002047971,626.186,2.872076846,0.045302386,0.38196042,0.023449607,0.004,0.070913037,0.009504996,0.291170279,37.12
"4222","2","0","1","0","0","0","0","0","0","1","0","1",21.41794339,7.653225806,0.001,921.101,4.224739702,0.066638464,0.561852428,0.034493675,0.015412563,0.104310971,0.013981567,0.428302829,1.5
"3392","4","0","0","1","1","0","0","0","0","0","0","1",21.3804,7.291666667,0.005442192,1664,7.632134656,0.12038463,1.015005348,0.062313987,0.027843314,0.188441285,0.025258172,0.773743495,11.48
"1589","3","0","1","0","0","0","0","0","0","1","0","1",9.5955,6.838666667,0.000924,971.513508,4.455962688,0.070285634,0.592603008,0.036381538,0.016256103,0.082386,0.014746788,0.451744145,8.34
"4450","3","1","0","1","1","0","0","0","0","0","0","1",0.626888641,7.473833334,8.82e-05,26.96,0.123655259,0.001950463,0.016445039,0.001009606,0.000451115,0.003053111,0.000409231,0.012536133,48.468
"5011","2","1","0","1","1","0","0","0","0","0","0","1",88.31858762,6.869032258,0.02,3798.233,17.42104911,0.274788987,2.316843033,0.142237405,0.09,0.430134559,0.115,1.766140671,57.604
"3164","2","0","1","0","0","0","0","0","0","1","0","1",91.31,8.469259259,0.007627212,2332.09,10.6964092,0.168718625,1.422526335,0.087332828,0.10535514,1.379507491,0.035399237,1.084398718,2.3
"3863","1","0","1","0","0","0","0","0","0","1","0","1",28.20764032,7.53137931,0.003967499,1213.099,5.564023389,0.087763506,0.739965128,0.045428507,0.020298496,0.137378566,0.01841386,0.564079002,6.57
"4189","1","0","1","0","0","0","0","0","0","1","0","1",25.28814365,7.68516129,0.016,1087.543,4.988145805,0.078679965,0.663378582,0.040726647,0.018197597,0.123159856,0.016508022,0.505696708,10.466
"1821","3","1","0","1","1","0","0","0","0","0","0","1",70.62063,7.473833334,0.015502398,4740,21.74057588,0.342922564,2.891301291,0.177504987,0.079313287,0.536785871,0.071949359,2.204052985,27.485
"1827","3","0","1","0","0","0","0","0","0","1","0","1",16.04036195,7.473833334,0.00225613,689.8325,3.163999117,0.049906989,0.420783459,0.025833061,0.011542802,0.078120747,0.010471098,0.32076527,4
"558","1","0","1","0","0","0","0","0","0","0","0","0",1.139793301,7.473833334,0.000160316,49.018,0.224826909,0.003546282,0.029899959,0.001835641,0.000820206,0.005551091,0.000744054,0.022792884,0.16
"504","1","1","0","1","1","0","0","0","0","0","0","1",45.146,7.127333333,0.001996895,610.569,20.509,0.932,0.372434375,0.022864777,0.010216505,0.069144475,0.009267943,0.283908529,12.25
"2069","3","1","0","1","1","0","0","0","0","0","0","1",510.98,8.234516129,0.040217047,12296.73,56.40042019,4.41,7.500749225,0.84,0.227813813,0.04,0.000674802,28.21,39.207
"476","2","0","1","0","0","0","0","0","0","0","0","0",19.21257891,7.473833334,0.002702313,826.257,3.789726373,0.059776829,0.503999563,0.030941928,0.013825561,0.093570271,0.012541912,0.384201309,0.94
"1179","1","0","1","0","0","0","0","0","0","1","0","1",1.126,6.929666667,0.0001118,34.184,0.156788997,0.002473094,0.020851528,0.001280133,0.000571993,0.063,0.000518885,0.015895221,4.492
"5146","3","1","0","1","1","0","0","0","0","0","0","1",73.039311,8.243870968,0.014069898,4302,28.4,0.110108,2.624130412,0.161102627,0.071984338,0.487184138,0.020657,0.83377,14.6398
"2736","1","0","1","0","0","0","0","0","0","0","0","0",7.138531627,7.473833334,0.001004058,307,1.408092151,0.022210386,0.187263607,0.011496631,8.691417011,0.034766511,0.004660011,0.142751955,0.167
"3110","2","1","0","1","1","0","0","0","0","0","0","1",80.77739165,7.700645161,0.011361609,3473.916,15.93353047,0.251325777,2.119016417,0.130092281,0.005561977,0.713,0.013746969,1.615336483,12
"5088","4","1","0","1","1","0","0","0","0","0","0","1",47.092267,7.700645161,0.012872877,3936,18.0529339,0.054468173,2.400878034,0.147396546,0.000515304,0.445736115,0.000207193,0.24463,19.54
"571","1","0","1","0","0","0","0","0","0","1","0","1",10.67291862,7.473833334,0.001501182,459,2.105258298,0.033207058,0.279980441,0.017188774,0.02,0.051979898,0.006967248,0.213430447,7.4603
"5063","3","1","0","1","1","0","0","0","0","0","0","1",25.86975959,7.677741935,0.003638668,1112.556,5.102870916,0.080489569,0.976,0.041663341,0.018616134,0.137,0.016887699,0.517327505,23.842
"4161","1","0","1","0","0","0","0","0","0","1","0","1",6.0631,7.200967742,0.000590166,270.5426,1.240875934,0.019572819,0.165025352,0.010131363,0.004526925,0.0257,0.004106617,0.125799626,3.1195
"4743","4","1","0","1","1","0","0","0","0","0","0","1",47.49878959,7.473833334,0.006680863,2042.735,9.369247949,0.147784794,1.246025811,0.076496972,0.034180597,0.231331495,0.031007062,0.949851513,40.275
"2477","1","1","0","1","1","0","0","0","0","0","0","1",1.96586,7.329587048,0.000562534,172,0.788898534,0.008486842,0.104916418,0.006441109,0.002878035,0.019478306,0.002610821,0.05794,60.341
"3886","2","0","1","0","0","0","0","0","0","1","0","1",42.401,7.558,0.002354768,719.992,3.302329264,0.052088925,0.439180126,0.026962483,0.012047454,0.081536188,0.010928895,0.334789139,3.26
"2944","1","0","1","0","0","0","0","0","0","0","0","0",1.73,7.546612903,0.000172587,52.77,0.242035905,0.003817727,0.032188601,0.001976147,0.000196608,0.00597599,0.000801006,0.015694171,0.39
"2194","1","0","1","0","0","0","0","0","0","1","0","1",0.003047269,7.473833334,4.29e-07,0.131051,0.000601081,9.48e-06,7.99e-05,4.91e-06,2.19e-06,1.48e-05,1.99e-06,6.09e-05,10.968
"1374","4","1","0","1","1","0","0","0","0","0","0","1",6.24,8.115957357,0.000765308,234,1.073268936,0.016237,0.142735127,0.008762904,0.003915466,0.026499556,0.00355193,0.085613,11
"1599","3","1","0","1","1","0","0","0","0","0","0","1",29.02921,7.470967742,0.012862,4441.904,20.37332299,0.321356352,2.709468939,0.166341795,0.074325318,0.721572,0.067424504,2.065441301,43.18
"2765","1","1","0","1","1","0","0","0","0","0","0","1",0.01704,7.721935484,2.32e-06,0.71,0.0032565,5.14e-05,0.000433085,2.66e-05,1.19e-05,0.001,1.08e-05,0.000330143,29.85
"567","1","0","1","0","0","0","0","0","0","1","0","1",27.79283815,7.473833334,0.003909155,1195.26,5.482202686,0.086472917,0.729083709,0.044760466,0.02,0.135358371,0.018143078,0.555784044,4.2011
"4713","3","0","1","0","0","0","0","0","0","1","0","1",18.97324,7.473833334,0.000918361,588,2.696932198,0.042539761,0.358667755,0.022019606,0.009838864,0.066588627,0.008925364,0.273414168,7.522
"4829","4","1","0","1","1","0","0","0","0","0","0","1",62.272,6.825806452,0.003561199,2070.407,9.49616888,0.149786767,1.262905155,0.077533242,0.034643626,0.234465237,0.013490718,0.962718719,25.77
"4927","1","0","1","0","0","0","0","0","0","1","0","1",42.47837888,7.293333333,0.005974726,1826.827,8.378960131,0.132164599,1.114326427,0.068411583,0.03056786,0.206880785,0.027729754,0.849456435,2.742
"1015","2","0","1","0","0","0","0","0","0","1","0","1",35.965,7.258333333,0.003436479,1050.735,4.819321519,0.076017034,0.640926469,0.039348249,0.017581698,0.118991498,0.015949306,0.135,2.93
"5106","2","0","1","0","0","0","0","0","0","1","0","1",0.7637,7.473833334,0.00011774,36,0.165118298,0.002604475,0.02195925,0.001348139,0.000602379,0.004076855,0.000546451,0.016739643,2.936
"4038","2","1","0","1","1","0","0","0","0","0","0","1",15.092,7.122258065,0.002863764,875.622,4.016144839,0.113,0.534111185,0.032790564,0.014651574,0.099160658,0.013291232,0.145,11.69
"502","1","0","1","0","0","0","0","0","0","1","0","1",10.308,7.088947368,0.001455374,444.994,14.388,0.282,0.271437073,0.016664273,0.007445978,0.050393775,0.006754648,0.206917796,10.392
"3156","1","0","1","0","0","0","0","0","0","1","0","1",40.416,7.401935484,0.004756993,1454.494,6.671210375,0.105227598,0.887211051,0.054468341,0.024337701,0.164715576,0.031067178,0.676325283,9.79
"3702","3","1","0","1","1","0","0","0","0","0","0","1",11.93,6.878064516,0.002972928,909,1.16,0.008336456,0.55447107,0.034040513,0.01521008,0.102940582,0.013797883,0.09,37
"2172","3","1","0","1","1","0","0","0","0","0","0","1",101.505,8.070645161,0.00127666,7833.78,35.9305672,0.56674682,4.778442664,0.293361817,0.138213,0.243841,0.003272851,3.642629998,33.259
"1407","2","1","0","1","1","0","0","0","0","0","0","1",75.636136,7.577333333,0.006462213,1975.8808,9.062613179,0.403482,1.205246141,0.073993396,0.033061941,0.223760526,0.02999227,0.918764974,20.858
"1181","1","0","1","0","0","0","0","0","0","1","0","1",9.763,6.910967742,0.00032524,99.445,0.456116365,0.007194501,0.060659379,0.003724047,0.001663989,0.177,0.001509495,0.046240939,5.0725
"4524","1","1","0","1","1","0","0","0","0","0","0","1",26.58696112,7.473833334,0.003739545,1143.4,5.244340604,0.082721025,0.697450189,0.042818397,0.019132239,0.129485436,0.017355886,0.531669659,14.545
"3115","2","1","0","1","1","0","0","0","0","0","0","1",51.57470513,7.630967742,0.007254154,2218.024,10.17323187,0.160466346,1.35294845,0.083061249,0.003551208,0.498,0.008777157,1.03135916,20
"1260","1","0","1","0","0","0","0","0","0","1","0","1",15.86,6.812666667,0.002807406,858.39,3.937108214,0.06210154,0.523600024,0.032145254,0.014363235,0.097209203,0.013029665,0.399142836,1.6
"4931","1","0","1","0","0","0","0","0","0","1","0","1",40.13201097,7.425362903,0.005644701,1725.919,7.916133542,0.124864255,1.052774648,0.064632749,0.02887939,0.195453361,0.026198052,0.802535216,3.835
"5043","2","0","1","0","0","0","0","0","0","1","0","1",16.07727537,7.264098361,0.001557893,691.42,3.171280375,0.05002184,0.421751801,0.02589251,0.002726045,0.078300525,0.009,0.321503442,4.923
"1557","3","1","0","1","1","0","0","0","0","0","0","1",164.09,6.713153504,0.004712664,1440.94,6.609043336,2.427942136,0.878943393,0.053960767,0.024110905,0.16318064,0.021872302,53.36939735,21.04
"3398","1","0","1","0","0","0","0","0","0","1","0","1",15.374255,7.0248519,0.00256411,784,3.595909598,0.020645,0.478223673,0.029359475,0.005743,0.088784836,0.015845,0.50135,2.58
"2506","2","0","1","0","0","0","0","0","0","1","0","1",142.904,7.441,0.003371935,1031,4.728804586,0.31985,0.62888853,0.038609207,0.017251477,0.116756589,0.015649745,3.413796,10.29
"2139","1","0","1","0","0","0","0","0","0","1","0","1",16.34653985,7.473833334,0.002299195,703,3.224393427,0.050859612,0.42881536,0.026326162,0.011763131,0.079611913,0.01067097,0.326888027,6.353
"3273","1","1","0","1","1","0","0","0","0","0","0","1",17.708341,7.074012097,0.001448513,442.896036,2.031395544,0.032041992,0.270157359,0.016585708,0.007410874,0.050156189,0.006722803,2.207993,18.617
"160","2","0","1","0","0","0","0","0","0","1","0","1",10.76,6.743103448,0.001232997,377,1.729155508,0.027274643,0.229962149,0.003595915,0.006308251,0.042693729,7.2e-05,2.9,10.065
"2328","1","1","0","1","1","0","0","0","0","0","0","1",13.72575,7.77,0.015416699,1131,2.310218319,0.013753,0.689886447,0.042354038,0.018924753,0.128081186,0.000562276,0.084972,11.32
"2754","1","0","1","0","0","0","0","0","0","1","0","1",3.580892087,7.473833334,0.000503664,154,0.706339385,0.011141366,0.093936793,0.00576704,4.359863908,0.017439878,0.002337595,0.071608472,6.2616
"582","1","1","0","1","1","0","0","0","0","0","0","1",3.2339,7.473833334,0.003146202,961.98,4.412236116,0.069595917,0.586787767,0.036024525,0.016096581,0.108940353,0.014602077,0.447311158,24.357
"3610","3","1","0","1","1","0","0","0","0","0","0","1",352.31,7.724137931,0.006197394,1894.91,2.662,0.63,1.155855639,3e-04,0.031707076,0.21459091,4e-04,0.04,17.8665
"1105","1","0","1","0","0","0","0","0","0","0","0","0",4.45,7.473833334,0.002112839,646.02,2.963047855,0.046737307,0.394058747,0.024192357,0.010809698,0.073159158,0.00980606,0.300392892,0.095
"1349","3","0","1","0","0","0","0","0","0","1","0","1",23.443078,6.882419355,0.008915514,2726,12.50312444,0.182873837,1.662803232,0.131247,0.045613507,0.308708499,0.002815832,0.866734,5.1
"2017","3","1","0","1","1","0","0","0","0","0","0","1",262.5933274,7.100166667,0.036934627,11293.1,51.79715137,0.817016627,6.888555825,0.422907503,0.188964744,1.325678773,0.171420108,5.251179485,23.391
"5091","4","1","0","1","1","0","0","0","0","0","0","1",33.9532,7.721644038,0.009671011,2957,13.56263352,0.040920322,1.803708422,0.110734651,0.000387133,0.334868316,0.000155658,0.150801,23.12
"2116","1","0","1","0","0","0","0","0","0","1","0","1",0.209272914,7.473833334,2.94e-05,9,0.041279574,0.000651119,0.005489813,0.000337035,0.000150595,0.001019214,0.000136613,0.004184911,6.916
"2773","1","0","1","0","0","0","0","0","0","0","0","0",0.418545828,7.473833334,5.89e-05,18,0.082559149,0.001302238,0.010979625,0.00067407,0.00030119,0.002038427,0.000273225,0.008369821,0.008
"651","1","0","1","0","0","0","0","0","0","0","0","0",17.68890933,7.473833334,0.002488004,760.73,3.489178965,0.055036178,0.464029458,0.04,0.012729113,0.086149602,0.007765641,0.353731904,0.137
"4320","3","1","0","1","1","0","0","0","0","0","0","1",715.8848057,7.749086022,0.02801002,8564.32,39.28127613,0.619598856,5.224056851,0.64,0.14330472,0.061921996,0.16,13.59002758,21
"2476","1","1","0","1","1","0","0","0","0","0","0","1",10.22544,7.193214286,0.002914058,891,4.086677872,0.09,0.543491445,0.033366444,0.01490889,0.100902154,0.013524658,0.50878,50.792
"2631","1","0","1","0","0","0","0","0","0","1","0","1",0.238989668,7.473833334,3.36e-05,10.278,0.047141274,0.000743578,0.006269366,0.000384894,0.000171979,0.001163942,0.000156012,0.004779168,6.0755
"2574","2","1","0","1","1","0","0","0","0","0","0","1",80.24787675,7.278,0.001383442,423,1.94014,0.030204089,0.258021191,0.015840635,0.007077958,0.047903043,0.006420797,0.397610804,18.79
"2837","1","0","1","0","0","0","0","0","0","0","0","0",1.420149248,7.473833334,0.24,61.075,0.280127779,0.004418564,0.037254478,0.002287155,0.001021953,0.006916497,0.000927069,0.028399269,0.8205
"2648","1","0","1","0","0","0","0","0","0","0","0","0",0.860344203,8.057903226,0.00012101,37,0.169704917,0.002676822,0.022569229,0.001385587,0.035222364,0.004190101,0.13243,0.017204633,0.1
"3088","4","0","1","0","0","0","0","0","0","1","0","1",104.9873,6.800645161,0.004560706,1394.4776,6.395937992,0.100885619,0.850602297,0.052220829,0.023333461,0.15791896,0.02116704,0.63,5.2
"451","2","1","0","1","1","0","0","0","0","0","0","1",69.72134083,7.473833334,0.009806539,2998.439,13.75269844,0.216926665,1.828985349,0.084,0.012,0.409,0.003,1.394244394,53.816
"5022","2","1","0","1","1","0","0","0","0","0","0","1",4.028573355,7.473833334,0.000566632,173.253,0.794645568,0.012534254,0.105680722,0.006488032,0.002899001,0.019620203,0.00262984,0.080560927,59.94
"1020","2","0","1","0","0","0","0","0","0","1","0","1",41.826,7.040322581,0.005782924,1768.182,8.109977837,0.127921837,1.078554198,0.066215427,0.029586567,0.200239476,0.02683957,0.64,6.58
"5135","3","1","0","1","1","0","0","0","0","0","0","1",9.969269619,7.473833334,0.000208913,63.877,0.292979486,0.004621279,0.03896364,0.002392086,0.001068839,0.007233812,0.002,0.029702171,15.1
"2185","1","1","0","1","1","0","0","0","0","0","0","1",126.5171029,7.473833334,0.017795052,5441,24.95579607,0.393637484,3.318896693,0.203756252,0.091042953,0.616171292,0.082589971,2.530011032,11.07
"1380","4","1","0","1","1","0","0","0","0","0","0","1",30.59062,7.607419355,0.003967175,1213,5.563569314,0.015949,0.73990474,0.045424799,0.020296839,0.137367355,0.018412357,1.093476,16.71
"4262","4","0","1","0","0","0","0","0","0","1","0","1",5.820172,7.27,0.000465,96.988656,0.44485005,0.007016793,0.05916106,0.003632061,0.000128,0.010983574,0.000162,0.045098763,6.49
"252","3","1","0","1","1","0","0","0","0","0","0","1",42.80511,7.507833333,0.004673613,1429,6.554279101,0.103383195,0.871660242,0.053513634,0.023911116,0.161828483,0.008320881,0.67286,18.2
"3748","1","0","1","0","0","0","0","0","0","1","0","1",11.09146445,7.473833334,0.001560051,477,2.187817446,0.034509296,0.290960067,0.017862844,0.007981527,0.054018325,0.007240474,0.221800269,8.0741
"904","2","0","1","0","0","0","0","0","0","0","0","0",8.497852215,8.1841111,0.001195251,365.459,1.676221334,0.026439691,0.222922379,0.013685822,0.006115138,0.041386757,0.005547372,0.16993481,0.83
"3513","1","0","1","0","0","0","0","0","0","1","0","1",5.580611044,7.473833334,0.000784932,240,1.100788652,0.017363168,0.146395002,0.008987594,0.004015863,0.027179031,0.003643006,0.111597619,8.93
"258","3","1","0","1","1","0","0","0","0","0","0","1",29.74,7.268387097,0.006949915,2125,9.746566192,0.153736382,1.296205748,0.079577658,0.035557117,0.240647674,0.012373599,1.72,21
"342","2","1","0","1","1","0","0","0","0","0","0","1",18.3562574,7.473833334,0.002581869,789.43,3.620814941,0.057112523,0.48153586,0.029562819,0.004133932,0.089399762,0.002214092,0.36707712,35.833
"5017","2","1","0","1","1","0","0","0","0","0","0","1",1.530064033,7.473833334,0.000215209,65.802,0.301808729,0.004760547,0.04013785,0.002464174,0.001101049,0.007451811,0.000998821,0.030597277,55.24
"3593","2","1","0","1","1","0","0","0","0","0","0","1",6.14169498,7.473833334,0.00086385,264.13,1.211463778,0.013,0.1611138,0.009891222,0.004419624,0.029911657,0.004009279,0.12281783,51
"3709","2","0","1","0","0","0","0","0","0","1","0","1",91.052236,8.023225806,0.011492706,3514,16.11738052,0.422630038,2.143466822,0.131593359,0.058798922,0.397946318,0.048309415,0.379864,2.286
"1875","1","0","1","0","0","0","0","0","0","1","0","1",10.98799062,7.9305,0.001545497,472.55,2.16740699,0.034187354,0.288245659,0.017696199,0.018182992,0.05351438,0.007172926,0.219731063,1.78
"2464","1","1","0","1","1","0","0","0","0","0","0","1",10.771737,7.591935484,0.001710497,523,2.398801938,0.025805921,0.319019109,0.019585466,0.008751234,0.059227639,0.007938716,1.878172,25.805
"2498","2","0","1","0","0","0","0","0","0","1","0","1",87.17155,7.799677419,0.002551028,780,3.57756312,0.207045,0.475783757,0.029209681,0.013051554,0.088331852,0.011839768,2.043403,5.96
"737","1","1","0","1","1","0","0","0","0","0","0","1",6.403123354,7.473833334,0.000900621,275.373,1.26303114,0.019922282,0.167971795,0.010312253,0.003,0.031184881,0.004179939,0.128045714,20.22
"1828","3","1","0","1","1","0","0","0","0","0","0","1",17.1632088,7.473833334,0.002414063,738.1217,3.385483297,0.053400546,0.450238866,0.02764141,0.012350814,0.083589304,0.011204089,0.343219269,11.361
"2192","1","0","1","0","0","0","0","0","0","1","0","1",4.859782118,7.473833334,0.000683545,209,0.958603451,0.015120425,0.127485648,0.007826697,0.003497147,0.023668407,0.003172451,0.097182927,6.329
"3749","1","0","1","0","0","0","0","0","0","1","0","1",8.626694572,7.473833334,0.001213373,371,1.701635792,0.026840564,0.226302274,0.013893323,0.006207854,0.042014253,0.005631479,0.17251132,8.648
