"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","NH3N","HWsum"
"689","4","0","0","0","0","1","0","1","0","0","0","0",937.408,7.883222581,9458.482,61.10680411,3.113654249,1.743,27.57
"2200","3","0","0","0","0","1","1","1","0","0","0","0",13.673793,7.378333333,478,3.088133209,0.157353657,0.553933,156.326
"397","2","0","0","0","0","1","0","0","0","0","0","0",138.178932,7.841785714,1313.68526,8.487102671,0.432454351,2.565477194,18.794
"1505","2","0","0","0","0","0","0","1","0","0","0","0",1891.5235,7.564535843,10102.7429,65.26907081,3.325739622,19.72950241,16.55
"1692","4","0","0","0","0","1","0","0","0","0","1","1",119.7494,8.321612903,2207.6563,14.26262915,1.2504,7.9125,65.802
"59","4","0","0","0","0","1","0","1","0","0","0","0",792.149805,7.564535843,3874,25.02809215,1.275288842,7.565479305,46.901
"1733","2","0","0","0","0","1","1","1","0","0","0","0",5.84,7.564535843,259.62,1.677282727,0.085464762,1.25,19.163
"335","3","0","0","0","0","0","0","1","0","0","1","0",31.9844,6.915333333,1362,8.799241485,2.7715,0.58294,5.137
"2041","4","0","0","0","0","1","1","1","0","1","0","0",411.49,7.09483871,10403,67.20889073,3.424581783,12.28,61.401
"1257","4","0","0","0","0","1","0","1","0","0","0","0",281.209,7.241639785,7453.398,277.0887323,16.443,4.896,5.601
"1258","4","0","0","0","0","1","0","1","0","0","0","0",311.37,7.241639785,6134.626,228.0618507,15.122,1.084,5.798
"356","3","0","0","0","0","1","1","0","0","0","0","0",318.501,7.647741935,1038,6.706029854,0.202626442,2.027095384,31.934
"267","4","0","0","0","0","0","0","0","1","0","1","1",1401.451393,6.731666667,18258,117.9563517,6.010382985,43.566817,44.612
"2292","5","0","0","0","0","0","1","1","0","0","0","0",454.6912,4.810789286,3795.13,24.51855017,1.249325489,1.1411,15.532
"341","3","0","0","0","0","0","0","1","0","0","1","0",95.4006,7.528333333,1843.653,11.91097501,2.933101,1.770389,26.228
"359","3","0","0","0","0","1","1","0","0","0","0","0",86.982,7.776,784.62,5.069060833,0.122569,1.532273199,40.2154
"743","2","0","0","0","0","0","0","1","0","0","1","0",539.88,7.246774194,9423.874,60.8832181,3.102261581,18.40374902,11.7
"2194","3","0","0","0","0","1","1","1","0","0","0","0",90.474524,7.114444444,1629.28,10.52601187,0.536345536,4.845851,111.697
"200","5","0","0","0","0","0","1","0","0","0","1","0",48138.41,7.943225806,142105.62,918.0775821,46.77999784,2670.229,68.5607
"1186","3","0","0","0","0","1","0","0","0","0","0","0",163.986819,7.874666667,2501.65043,0.771101704,0.823522685,2.802,80.642
"916","3","0","0","0","0","1","0","1","0","1","0","0",34.71,8.571052632,1385.629,2.245312741,0.099597777,0.252,13.8
"681","2","0","0","0","0","1","0","0","0","0","0","0",2.023,8.488064516,241.516,1.560321297,0.079505075,0.113,6.52
"1527","2","0","0","0","0","1","1","1","0","1","0","0",404.422,7.623709677,9962.764,64.36473296,3.279659723,19.45613961,54.5585
"882","4","0","0","0","0","1","1","1","0","0","0","0",65.4,7.33,838.08,5.414440752,0.275889022,1.63667447,4.82
"1605","2","0","0","0","0","0","0","1","0","0","1","0",447.07,8.213,10744.58,69.41567847,23.81,39.91,9.029
"2316","1","0","0","0","0","1","0","0","0","0","1","1",0.156,6.510040258,7.579,0.048964355,0.002494944,0.002684733,18.14
"1489","2","0","0","0","0","0","0","1","0","0","0","0",254.6,7.216666667,3013.64,19.4697108,0.992065428,5.885294541,0.08
"2034","4","0","0","0","0","1","1","1","0","1","0","0",547.59,7.45,4220,27.26343544,1.389189188,18.54,15.973
"2047","4","0","0","0","0","1","1","1","0","1","0","0",455.58,7.410547,7793,50.34690815,2.565391313,49.72,116.317
"1026","1","0","0","0","0","1","1","0","0","1","0","1",187.869579,7.048064516,1599,10.33038703,0.526377609,8.240177,1.875
"29","3","0","0","0","0","0","0","1","0","0","0","0",29.421,6.97,832.735,5.39709196,0.299512037,5.050739246,51.63
"363","3","0","0","0","0","1","1","0","0","0","0","0",439.43,7.370645161,2110,13.63171772,1.04,4.120588883,46.9
"693","4","0","0","0","0","1","0","1","0","0","0","0",327.292,8.122868516,5537.858,35.77749622,1.82301717,0.4,32.36
"895","4","0","0","0","0","0","0","1","0","0","0","0",634.883,7.386666667,10530.42,176.426,3.45,38.235,69.255
"696","4","0","0","0","0","1","0","1","0","0","0","0",45.02,7.917193549,757.77,4.89559561,0.249451633,0.253566701,33.36
"194","5","0","0","0","0","0","1","0","0","0","1","0",41954.7859,7.999677419,122969.7247,794.4495617,40.48061896,1562.5446,40.6954
"1666","3","0","0","0","0","1","1","0","0","1","1","0",1059.65,7.818157893,8537.03,55.15373608,2.810319852,6.72,162.09
"2295","5","0","0","0","0","0","1","1","0","0","0","0",407.85,6.968793103,5913.41,38.20376108,1.946645791,74.53,36.866
"321","2","0","0","0","0","0","1","1","0","0","0","0",332.884495,7.518148148,1394.106571,9.006666942,0.458928383,2.722530824,12.063
"592","2","0","0","0","0","0","1","0","1","0","0","0",347.684,7.263666667,2401,15.51173187,0.790389394,4.68887863,58.26
"201","5","0","0","0","0","0","1","0","0","0","1","0",36434.66,7.608387097,106559.74,688.4323678,35.07858737,1165.85,68.8935
"1282","1","0","0","0","0","1","1","1","0","0","0","0",357.4572243,7.564535843,4435.148,28.65340549,1.460014135,8.661337225,63.5
"1918","3","0","0","0","0","1","1","1","1","1","1","1",176.646219,7.364193548,2930,82.71140241,2.515290311,43.04780976,8.99
"1762","3","0","0","0","0","0","1","1","0","0","0","0",289.18,7.526290322,3691.17,23.8469135,1.215102715,6.92135571,126.12
"1348","3","0","0","0","0","0","0","1","0","0","0","0",3.141,7.336928321,52.798,1.092,0.035,0.424,13.2955
"1168","2","0","0","0","0","1","0","1","0","0","1","0",525.502,7.119642857,1416.672,9.152451566,0.466356736,10.042,42.114
"342","3","0","0","0","0","0","0","1","0","0","1","0",137.194,7.367333333,3514.75,22.70714685,6.3849,28.27477,47.834
"1176","3","0","0","0","0","1","0","0","0","0","0","0",29.340557,7.848333333,820.389078,0.252874426,0.270065317,1.626222,38.868
"2412","4","0","0","0","0","0","1","0","0","0","0","0",251.38,7.624666667,2974.95,19.21975291,0.979328999,5.809737393,4.977
"1828","1","0","0","0","0","0","1","0","0","0","0","0",0.66,7.564535843,37.71,0.243626576,0.012413821,0.073643321,0.611
"900","3","0","0","0","0","1","0","1","0","1","0","0",88.359,8.120322581,1776.958,1.779,0.088,0.751,6.35
"972","3","0","0","0","0","1","1","1","0","0","0","0",11.562,7.851290323,197.102,3.682,0.054,0.775,29.239
"2327","2","0","0","0","0","1","0","1","0","0","0","0",2978.766,7.695,26990.17,174.3707956,8.884941315,52.70871775,63.2738
"2011","3","0","0","0","0","0","0","1","0","0","0","0",494.291,7.843,5838.766,37.7215213,3.115,8.749,16.715
"251","3","0","0","0","0","0","0","1","0","0","1","0",261.274,7.868064516,1525.001,9.852314291,1.25,16.829,42.32
"1868","3","0","0","0","0","1","1","0","1","0","0","0",13.275326,7.564535843,58.233274,0.376217798,0.019169913,0.11372293,70.53
"2161","2","0","0","0","0","1","1","1","0","0","0","0",38.480286,6.796,354,2.287027523,0.11653388,0.168744869,3.52
"1379","3","0","0","0","0","0","0","1","0","1","1","1",54.039177,7.129354839,359.239492,2.320877416,0.118258677,0.701553676,0.389
"439","3","0","0","0","0","1","1","1","0","0","0","0",385.80568,7.339677419,1984.0273,12.81786735,0.65312542,22.175926,59.494
"773","1","0","0","0","0","1","0","1","0","1","0","0",25.02166,7.139677419,367.9438,2.377111857,0.121124064,8.29053,5.925
"1976","4","0","0","0","0","0","1","0","0","0","0","0",1868.36,7.976129032,8537.81,55.15877529,2.810576621,38.9,27.57
"626","4","0","0","0","0","0","1","1","0","0","1","0",15051.73,8.098387097,254104.708,483.466,61.271,99.917,160.811
"509","4","0","0","0","0","1","0","1","0","0","0","0",1606.42,7.145,9198.05,59.42427544,3.027922183,54.84251022,171.83
"2090","4","0","0","0","0","1","1","1","1","0","0","0",5882.9992,7.295666667,137817,890.3708251,45.36821951,408.4764101,161.34
"662","2","0","0","0","0","1","0","1","0","0","0","0",228.536,7.564535843,1154.74,7.460232095,0.380130882,2.255075264,112.925
"1169","2","0","0","0","0","1","0","1","0","0","1","0",478.826,7.628666667,1843.358,11.90906915,0.606818247,15.259,42.556
"1906","2","0","0","0","0","1","1","1","0","0","0","1",8496.952255,7.564535843,41840,270.3085637,13.77338285,81.70873881,93.781
"1678","3","0","0","0","0","1","1","0","0","0","0","0",22.5521,7.564535843,303.8008,1.962714099,0.100008717,3.7957,70.35
"1402","3","0","0","0","0","0","1","1","0","0","0","1",4885.64,7.835666667,55775.84,360.3414723,18.36094642,103.42,92.469
"1290","3","0","0","0","0","0","1","0","0","1","0","1",414.8,7.436451613,2522.99,16.29985189,0.69,4.92711116,158.2
"402","2","0","0","0","0","1","0","0","0","0","0","0",829.2238,7.569354839,5567.02,35.96589819,1.83261706,10.8717539,48.059
"1092","2","0","0","0","0","0","1","1","0","0","0","0",158.9764,7.423333333,1039,6.712490384,0.342030229,2.02904827,19.942
"1404","3","0","0","0","0","0","1","1","0","0","0","1",2618,7.896333333,33913.37,219.098335,11.16400164,20.3,106.502
"607","4","0","0","0","0","1","0","0","0","0","0","0",2041.743285,8.188064516,10506,67.87432529,3.458488533,19.45961683,86.14
"675","2","0","0","0","0","1","0","0","0","0","0","0",3.1561,8.398947355,219,1.41485601,0.072092993,0.080217,4.08
"1948","2","0","0","0","0","1","1","1","0","1","0","0",11.127,7.838928571,532.07,3.437454051,0.175153055,0.131,4.373
"1193","4","0","0","0","0","1","1","0","0","0","0","0",23.69,7.377142857,1455.72,9.404722331,0.479211015,1.01,62.341
"665","2","0","0","0","0","1","0","1","0","0","0","0",83.699,7.564535843,504.59,3.259918694,0.166106866,0.985406609,150.368
"981","1","0","0","0","0","0","1","1","0","0","0","0",256.1,7.786666667,1622.96,10.48518132,0.534265044,0.113354704,0.331
"702","5","0","0","0","0","1","1","1","1","0","1","0",1754.42,8.340967742,75184,1135.785,24.74995259,4.62947,1.2238
"1795","2","0","0","0","0","1","1","0","0","0","0","0",272.6253,7.427666667,1138.8,7.357251251,0.374883566,2.223946266,51.468
"2183","3","0","0","0","0","1","0","0","0","0","0","0",7531.022289,7.564535843,109527,707.6024392,36.05538488,213.893715,129.374
"1353","2","0","0","0","0","0","0","0","0","0","0","0",111.696088,8.114516129,2532.335421,16.36022826,0.797,0.217,7.44
"2193","3","0","0","0","0","1","1","1","0","0","0","0",94.535246,7.207419355,1670,10.78908464,0.549750224,4.061423,107.92
"1908","2","0","0","0","0","1","1","1","0","0","0","1",22.93495,7.564535843,396,2.558369771,0.130359933,0.773342748,108.772
"1254","3","0","0","0","0","1","0","0","0","0","0","0",931.3294007,7.564535843,11555.463,74.6544122,3.803963095,22.56649876,3.037
"159","3","0","0","0","0","1","1","0","0","1","0","0",10.803,6.97,146.344,0.945459762,0.048175238,0.015,14.117
"1410","3","0","0","0","0","0","0","1","0","0","1","0",415.9696,6.656774194,3563.7046,23.0234195,1.173142156,57.664,0.1145
"1660","3","0","0","0","0","1","1","0","0","1","1","0",381.59,8.02,9249.05,59.75376245,3.044710962,16.91,77.76
"2421","4","0","0","0","0","0","1","0","0","0","0","0",770.53,7.539795699,10337.38,66.78495077,3.40298022,20.18772185,9.637
"143","4","0","0","0","0","1","1","0","0","0","1","0",1942.186,6.863666667,29992.432,225.4434471,11.379,40.048,121.267
"1104","3","0","0","0","0","0","1","0","0","0","0","0",3286.2952,7.668064516,9298.1653,113.0225968,2.506868735,188.4709,7.46
"1901","2","0","0","0","0","1","1","1","0","0","0","1",176.7932581,7.564535843,1359,8.779859896,0.447371589,2.653971703,74.633
"588","2","0","0","0","0","0","1","0","1","0","0","0",388.28095,7.473666667,6981.8,45.10612643,2.298350965,13.63465757,32.5337
"1370","1","0","0","0","0","1","0","0","0","1","1","1",0.153343,7.847321429,11.110314,0.071778514,0.003657424,0.001567,9.5845
"1087","2","0","0","0","0","0","1","1","0","0","0","0",181.51,7.2352,1371,8.857386253,0.45132189,2.677406331,13.058
"2182","3","0","0","0","0","1","0","0","0","0","0","0",108.152555,7.564535843,1584,10.23347908,0.521439733,3.093370991,64.09
"1120","1","0","0","0","0","1","0","0","0","0","0","0",19.254,7.564535843,577,3.727725651,0.18994364,1.126815064,4.814
"2082","4","0","0","0","0","1","1","1","1","0","0","0",329.583942,7.295666667,5537,35.77195309,1.822734724,14.654339,100.553
"2112","4","0","0","0","0","1","1","1","1","1","1","0",580.101633,6.946666667,4266,27.56061981,1.404332009,3.508970695,4.255
"1280","1","0","0","0","0","1","1","1","0","0","0","0",112.1560981,7.564535843,1391.576,8.990318113,0.45809534,2.717588908,56.6
"1275","4","0","0","0","0","1","0","1","0","0","0","0",351.727,7.202612903,7002.562,257.595,0.512,182.996,24.16
"736","3","0","0","0","0","0","1","1","0","1","1","0",41.417,7.538903226,875.429,5.655735077,0.288184005,1.709612799,68.232
"1327","3","0","0","0","0","1","1","0","0","0","0","0",42.3355,7.296428571,8535.273,55.14238493,0.055661008,2.5599,95.49
"1720","2","0","0","0","0","1","1","0","0","0","0","0",41.47,7.422173913,743.45,4.803080824,0.244737607,0.58,8.7
"440","3","0","0","0","0","1","1","1","0","0","0","0",434.47238,7.397333333,1749.0713,11.29992712,0.575779843,7.676384,61.663
"2343","2","0","0","0","0","1","0","1","0","0","0","0",4224.074,7.231290323,29849.68,192.8447449,9.826268418,58.29301402,164.039
"815","3","0","0","0","0","0","1","0","0","0","0","0",595.7,7.681281834,13281.14,85.80319975,4.372041728,27.57466421,8.235
"1019","3","0","0","0","0","1","1","1","0","0","0","0",304.622195,8.242,1028,6.641424557,0.33840912,1.124659,59.984
"823","2","0","0","0","0","0","0","1","0","0","0","0",188.1052,7.14516129,3751.5034,24.23669923,1.234963972,4.7094,0.683
"2158","2","0","0","0","0","1","1","1","0","0","0","0",35.646152,7.278333333,381,2.461461825,0.125422057,0.189955,2.364
"2170","1","0","0","0","0","0","1","0","0","1","1","0",35.337205,7.203548387,359,2.319330171,0.118179839,0.102585,0.237
"248","3","0","0","0","0","0","0","1","0","0","1","0",399.619,7.889354839,1854.589,11.98162736,2.134,17.126,30.2
"711","5","0","0","0","0","1","1","1","1","0","1","0",1317.81,7.834333333,61721,1137.82,20.31804405,3.93,19.775
"725","3","0","0","0","0","0","1","1","0","1","1","0",58.55,7.395818182,1197.423,7.735986885,0.394181774,2.338430286,25.2206
"2128","1","0","0","0","0","1","1","0","0","1","0","0",4.175034,7.564535843,51,0.329487016,0.016788779,0.099597172,5.22
"288","2","0","0","0","0","0","0","1","0","0","0","0",9116.6,8.060333333,41175.3,266.0142496,13.55456909,80.41065566,2
"9","1","0","0","0","0","0","1","0","0","1","0","0",2.124583333,7.619354839,50,0.323026486,0.016459588,0.289184022,0.545
"1645","3","0","0","0","0","1","1","0","0","0","0","0",21.86,8.306447368,883.42,5.70736117,0.290814576,0.148834,14.943
"505","3","0","0","0","0","1","1","1","0","1","1","0",599.01,8.182666667,10791.4,69.71816047,3.552439859,8.28,2.5882
"2196","3","0","0","0","0","1","1","1","0","0","0","0",25.324587,7.213293011,552,3.566212408,0.181713846,1.342458381,144.076
"890","2","0","0","0","0","0","1","0","0","0","1","0",0.2587,7.564535843,9.8665,0.063742817,0.00324797,2e-04,2.69
"1825","1","0","0","0","0","0","1","0","0","0","0","0",3.35,7.564535843,124.53,0.804529767,0.040994249,0.24319286,0.58
"1302","2","0","0","0","0","0","1","0","0","0","0","0",15.63958169,7.564535843,194.048,1.253652872,0.063879001,0.378953569,12.037
"1305","2","0","0","0","0","0","1","0","0","0","0","0",12.42039792,7.564535843,154.106,0.995606394,0.050730424,0.300951408,16.235
"883","4","0","0","0","0","1","1","1","0","0","0","0",925.6,7.517222222,7406.2,47.84797525,2.438059944,14.46346227,8.67
"1005","3","0","0","0","0","1","1","1","0","0","0","0",127.60025,6.909032258,987,6.376542839,0.324912258,2.00368,4.698
"1955","2","0","0","0","0","1","1","1","0","1","0","0",9.441,7.740322581,485.383,3.135831299,0.15978408,0.444,11.372
"1949","2","0","0","0","0","1","1","1","0","1","0","0",52.45,7.401,903.557,5.837456857,0.297443511,10.65,4.732
"1468","3","0","0","0","0","1","1","1","0","0","0","0",1329.9,7.145333333,2569.55,16.60065415,0.845874663,0.27,133.1975
"614","5","0","0","0","0","1","1","1","1","1","1","1",58880.71,7.88516129,55652.65,4419.484,168.219,3813.565,70
"2127","1","0","0","0","0","1","1","0","0","1","0","0",9.578019,7.564535843,101,0.652513502,0.033248367,0.197241458,1
"1760","3","0","0","0","0","0","1","1","0","0","0","0",212.19,7.526290322,2991.25,19.32505954,0.984694824,5.608927594,106.39
"1656","3","0","0","0","0","1","1","0","0","0","0","0",31.41,7.827666667,856.29,5.532086998,0.281883604,17.11,127.297
"2247","1","0","0","0","0","0","1","0","0","1","1","1",1.677871,8.611935484,15,0.096907946,0.004937876,0.307487,0.804
"1812","3","0","0","0","0","1","1","0","0","1","0","0",123.56,7.98,2309,14.91736313,0.760103752,14.47,29.5551
"597","4","0","0","0","0","1","0","0","0","0","0","0",266.000946,6.681363636,5032,32.50938558,1.65649289,9.718645,50.342
"2227","3","0","0","0","0","0","1","0","0","1","1","1",1286.959695,8.012916667,12090,78.10780437,3.979928266,12.54,3.035
"466","1","0","0","0","0","0","1","1","0","0","0","0",147.1596,7.886666667,1493,9.645570879,0.491483284,2.91565839,4.604
"538","3","0","0","0","0","1","1","1","0","1","1","1",3188.54,6.147931034,11449.5,73.96983509,2.1096,22.35956513,58.08
"472","1","0","0","0","0","0","1","1","0","0","0","0",76.27168,8.161696967,865,5.588358212,0.284750864,1.689246154,9.722
"2069","4","0","0","0","0","1","1","1","1","0","0","0",2709.601533,6.836071429,23253,150.2266977,0.295680333,16.922062,125.723
"1623","2","0","0","0","0","1","1","1","0","0","1","1",370.33,7.266774194,2303.57,14.88228246,0.758316241,7.96,21.43
"534","3","0","0","0","0","1","1","1","0","1","1","1",1062.755,7.360714286,17549.7,113.3803585,1.14585,34.27255864,48.837
"2177","1","0","0","0","0","0","1","0","0","1","1","0",14.4159,7.490967742,198,1.279184886,0.065179967,0.0594,1.474
"300","1","0","0","0","0","1","1","0","0","0","1","0",36.145212,7.180645161,166.677164,1.076822772,0.054868747,0.55985,12.619
"1732","2","0","0","0","0","1","1","1","0","0","0","0",19.48,7.564535843,380.72,2.459652877,0.125329883,6.93,18.921
"2238","3","0","0","0","0","0","1","0","0","1","1","1",790.860946,8.227419355,10970,70.87201108,3.611233506,104.424908,95.57
"781","1","0","0","0","0","1","0","1","0","1","0","0",29.46,7.062903226,260.4,1.68232194,0.085721532,7.78,11.33
"821","3","0","0","0","0","0","1","0","0","0","0","0",929.4,7.681281834,20133.72,130.0744965,6.627854536,41.80217725,16.627
"1636","3","0","0","0","0","1","1","0","0","0","0","0",53.47,7.939677419,1953.22,12.61883587,0.642983911,0.46,9.552
"1466","3","0","0","0","0","0","1","0","0","0","0","0",188.1401,6.99,785.2769,5.073304755,0.258506678,1.53355605,43.145
"966","3","0","0","0","0","1","1","1","0","0","0","0",23.078,7.236333333,631.858,8.556635077,0.173110024,0.792,12.785
"1988","4","0","0","0","0","0","1","0","0","0","0","0",6000.959,7.630333333,31353.181,202.5581578,10.32120854,77.463,63.982
"205","5","0","0","0","0","0","1","0","0","0","1","0",46113.1,7.91516129,133070.9,859.708505,43.80584254,3077.335,76.3547
"879","1","0","0","0","0","1","1","1","0","0","0","0",0.000257,7.564535843,0.003803,2.46e-05,1.25e-06,7.43e-06,29.455
"2245","1","0","0","0","0","0","1","0","0","1","1","1",0.116973,8.147,22,0.142131654,0.007242219,0.118156,0.4
"340","3","0","0","0","0","0","0","1","0","0","1","0",2.8592,7.728,25,0.161513243,0.042363974,0.018225178,14.452
"988","1","0","0","0","0","0","1","1","0","0","0","0",352.7954,6.993666667,1962.6366,12.67967209,0.646083778,0.137079221,5.9594
"1101","3","0","0","0","0","0","1","0","0","0","0","0",677.2213,7.057924613,4114.3988,51.08,0.34,78.86,6.46
"1073","3","0","0","0","0","1","1","1","0","0","0","0",1049.9,6.905666667,8698.55,56.19724084,2.863490903,46.57,3.24
"273","4","0","0","0","0","0","0","0","1","0","1","1",1620.961902,8.300967742,21411,138.3264019,7.048324575,7.06,166.043
"1713","2","0","0","0","0","1","1","0","0","0","0","0",341.21,7.408163774,2715.36,17.54266399,0.893874112,3.2,0.19
"145","4","0","0","0","0","1","1","0","0","0","1","0",1406.096,8.099666667,22515.48,249.539,3.94,13.231,129.842
"728","3","0","0","0","0","0","1","1","0","1","1","0",50.839,7.538903226,1490.055,9.626544619,0.490513814,2.909907141,31.66
"905","3","0","0","0","0","1","0","1","0","1","0","0",61.244,8.383,1917.459,1.185,0.05,0.451,10.05
"1088","2","0","0","0","0","0","1","1","0","0","0","0",342.513,7.329032258,1901,12.28146701,0.625793518,3.712435766,15.818
"2180","3","0","0","0","0","1","0","0","0","0","0","0",5453.22903,7.564535843,107758,696.1737621,35.47304468,210.4390601,37.276
"1361","1","0","0","0","0","1","0","0","0","1","1","1",23.464652,7.300666667,352.0381,2.274352609,0.115888038,0.263845,0.0124
"817","3","0","0","0","0","0","1","0","0","0","0","0",852.8478,7.681281834,17070.59,110.2850541,5.619497408,35.4424234,10.738
"706","5","0","0","0","0","1","1","1","1","0","1","0",2030.14,7.778709677,85150,262.91,28.03067757,39.33115,12.929
"2346","3","0","0","0","0","1","1","1","1","0","0","0",2.99,6.678387097,224.05,1.447481685,0.073755412,0.437544047,61.757
"2414","4","0","0","0","0","0","1","0","0","0","0","0",300.71,7.537333333,2788.15,18.01292595,0.91783598,5.444938339,6.883
"1032","3","0","0","0","0","1","0","0","0","0","0","0",4.092,8.392258065,135.536,0.875634357,0.044617333,0.26468632,32.11
"218","4","0","0","0","0","1","0","0","0","0","0","0",21.831112,7.79,1357.3142,8.768968735,0.258191,2.03,154.248
"1061","3","0","0","0","0","1","1","1","0","1","1","0",217.81,7.718064516,850.63,5.4955204,0.276965822,4.33,42.593
"1363","1","0","0","0","0","1","0","0","0","1","1","1",15.3239,6.106086957,202.164,1.306086531,0.066550721,0.84503,0.829
"1052","3","0","0","0","0","1","1","1","0","1","1","0",158.86,7.02483871,1856.6,11.99461949,0.604510475,5.56,20.227
"1919","3","0","0","0","0","1","1","1","1","1","1","1",243.806731,7.364193548,3133,88.44191937,2.689557865,46.03030306,9.028
"842","1","0","0","0","0","0","1","0","0","0","1","1",22.028679,7.564535843,89.472723,0.578041187,0.029453682,0.174730004,1.631
"425","2","0","0","0","0","0","1","1","0","0","1","1",127.265,7.484285714,821,5.304094904,0.270266427,1.603319182,4.42
"2037","4","0","0","0","0","1","1","1","0","1","0","0",776.87,6.713666667,16337.61,105.549615,5.378206439,48.01,19.3777
"2281","3","0","0","0","0","0","0","1","1","0","1","1",45.10703285,7.51483871,896.968,8.01,0.3719,0.807922662,14.917
"482","3","0","0","0","0","1","1","0","0","0","0","0",20.57,7.439333333,381.47,2.464498274,0.082,1.011,49.444
"294","1","0","0","0","0","1","1","0","0","0","1","0",0.042889,7.521333333,0.37071,0.002394983,0.000122035,0.000457,9.302
"1690","4","0","0","0","0","1","0","0","0","0","1","1",361.89,7.57137931,3099.47,20.02421807,0.954419078,48.19,42.55
"540","3","0","0","0","0","1","1","1","0","1","1","1",479.795,6.97,11079.01,71.57627343,1.672203,21.63604049,64.004
"1458","3","0","0","0","0","0","1","0","0","0","0","0",225.3,7.54,993.62,6.419311545,0.327091507,1.940426316,4.331
"324","2","0","0","0","0","0","1","1","0","0","0","0",107.8372,7.868333333,420.286,2.715270196,0.138354684,0.820770531,15.52
"744","2","0","0","0","0","0","0","1","0","0","1","0",137.786,7.790333333,2972.437,19.20351759,0.97850174,5.804829791,13.368
"1172","2","0","0","0","0","1","0","1","0","0","1","0",709.709,7.395242433,2231.689,14.41789312,0.734653609,16.05,57.564
"385","1","0","0","0","0","1","0","0","0","0","0","0",35.391,7.243333333,218,1.40839548,0.071763802,0.425729088,5.6
"2079","4","0","0","0","0","1","1","1","1","0","0","0",47.574437,7.295666667,1121,7.242253822,0.369023953,2.32887,82.445
"1832","2","0","0","0","0","1","1","1","0","1","1","0",10.267,7.82,153.268,1.25,0.002660533,0.591,0.473
"1727","2","0","0","0","0","1","1","0","0","0","0","0",106.55,8.312147059,1202.35,7.767817915,0.395803701,27.23,131.146
"1051","3","0","0","0","0","1","1","1","0","1","1","0",75.55,8.394615385,1215.88,7.855228882,0.39589152,11.35,19.163
"460","2","0","0","0","0","0","0","1","0","1","1","0",226.0695,7.564535843,1529.045,9.878440673,0.503349,2.986050156,2.307
"1181","3","0","0","0","0","1","0","0","0","0","0","0",38.86675,7.531935484,852,0.262618088,0.280471372,1.847135,60.63
"91","4","0","0","0","0","0","0","1","0","0","0","0",893.803325,7.564535843,9865,63.73312574,3.247476621,19.26521769,3.55
"531","3","0","0","0","0","1","1","1","0","1","1","1",317.0972,7.412580645,8155.84,52.69104675,0.88044,15.92742353,31.509
"1076","3","0","0","0","0","1","1","1","0","0","0","0",815.27,7.330833333,6361.62,41.09943511,2.094192825,104.74,3.948
"1979","4","0","0","0","0","0","1","0","0","0","0","0",6489.956,7.658666667,21372.112,138.0751649,7.035522966,60.63,31.61
"1954","2","0","0","0","0","1","1","1","0","1","0","0",27.989,8.087096774,917.892,5.93006855,0.302162474,0.203,6.78
"1077","3","0","0","0","0","1","1","1","0","0","0","0",905.92,6.966774194,8390.64,54.20797913,2.762129471,102.59,4.336
"2085","4","0","0","0","0","1","1","1","1","0","0","0",564.04013,7.295666667,6390,41.28278494,2.103535287,29.392739,122.592
"1367","1","0","0","0","0","1","0","0","0","1","1","1",0.299389,8.033,4.021989,0.025984179,0.001324006,0.055309,6.401
"1984","4","0","0","0","0","0","1","0","0","0","0","0",1054.553156,7.651612903,4379.847,28.29613173,1.441809502,11.86829924,56.438
"1816","1","0","0","0","0","0","0","1","0","0","0","0",0.05,7.564535843,1.49,0.009626189,0.000490496,0.0029098,2.754
"409","2","0","0","0","0","1","0","0","0","0","0","0",1118.706,7.343548387,4229.34,27.32377679,1.392263839,8.259417719,87.014
"1819","1","0","0","0","0","0","1","0","0","0","0","0",1.8167,7.564535843,123.9834,0.800998441,0.040814313,0.242125412,0.405
"603","4","0","0","0","0","1","0","0","0","0","0","0",356.161702,8.1597639,6672,43.10465432,2.196367361,12.35813473,74.73
"1326","3","0","0","0","0","1","1","0","0","0","0","0",47.19,6.949677419,7710,49.81068418,0.050279162,2.47,92.733
"323","2","0","0","0","0","0","1","1","0","0","0","0",650.221,7.786451613,2221.06,14.34922415,0.73115463,4.337476372,13.545
"2298","5","0","0","0","0","0","1","1","0","0","0","0",477.8958,7.678,3691,23.84581521,1.215046752,9.7601,48.501
"1655","3","0","0","0","0","1","1","0","0","0","0","0",69.37,7.982580645,1654.07,10.6861684,0.544506199,27.2,26.868
"871","1","0","0","0","0","1","1","1","0","0","0","0",2.15,7.564535843,25.56,0.16513114,0.008414141,0.049915759,0.853
"608","4","0","0","0","0","1","0","0","0","0","0","0",657.594526,8.198,6069,39.2089549,1.997864735,11.24123496,87.662
"417","2","0","0","0","0","0","1","1","0","0","1","1",444.05,7.54,2375,15.3437581,0.781830408,4.638103601,0.1
"1001","2","0","0","0","0","1","1","1","0","0","0","0",109.171516,7.339354839,118.07953,0.762856313,0.038870807,0.230595829,57.494
"1859","2","0","0","0","0","0","1","1","0","0","1","0",782.15,6.883666667,2976,19.22653646,0.97967465,5.811787923,3.24
