"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Zn","Ni","NH3N","HWsum"
"98","4","1","0","1","0","0","0","0","0","0","1","0",152.731828928385,8.11963302150564,0.0971032820966481,16678.5568624865,137.203373172027,2.16243723298123,2.45884571979571,0.444284566328392,0.159315021892868,0.382704780627355,4.0013905176941,470.229208251942
"99","4","0","0","1","0","0","0","0","0","0","1","0",461.634041199132,7.39448825838664,0.125955760298486,21634.2874130738,177.970866078635,2.80496622006433,3.18944711172723,0.576295664339353,0.206652590005117,0.496418562362779,5.19033110686589,500.525292203999
"100","5","1","0","1","0","0","0","0","0","1","1","0",696.303270054865,7.91965816108377,0.163762054118513,28127.9341061912,231.389770181573,3.64689178354262,4.14677666389576,0.749273879812613,0.268680466422793,0.645421239929686,6.74823665682513,514.160966212189
"1011","3","0","0","0","0","0","0","0","0","0","1","0",36.9300797500676,7.87714379310461,0.00891440298934668,1531.14678672329,12.595724299848,0.198518903500602,0.225730185003117,0.0407867955017786,0.0146256469008682,0.0351335667711088,0.367340908881576,489.784803193115
"1021","3","0","0","0","0","0","0","0","0","0","1","0",46.6786446532307,7.47919360712774,0.0154076286350404,2646.42968664737,21.7704135229937,0.343119500040885,0.390151399656756,0.070495779658545,0.0252789261433232,0.060724755591052,0.634910966090056,488.448023978009
"103","5","1","1","0","0","0","0","0","0","0","1","0",105.200545639351,7.443790067,0.022814582780494,3918.65559901508,32.2361683291881,0.508068343849118,0.577710028117414,0.104385422615844,0.0374313383068115,0.0899171458247032,0.940133578590121,398.064711567381
"104","5","0","0","0","0","0","0","0","0","1","1","0",996.733692658747,7.96465531715638,0.0301832504971104,4905.42951084948,43.2481246921986,0.635328402276094,0.779498815926326,0.120669796674224,0.0445643265060159,0.120588272099763,1.31310059074361,510.015388050992
"105","5","1","0","1","0","0","0","0","0","1","1","0",739.243141966338,7.89612151099891,0.159067834402187,27321.6503113801,224.757010730476,3.54235407653796,4.0279098173463,0.727796035132606,0.260978773666126,0.626920318524348,6.55479927773153,494.947902172113
"106","4","1","0","1","0","0","0","0","0","0","1","0",18.1894504879096,7.443790067,0.00213942904047024,367.469625716098,3.02292773943446,0.0476438105454129,0.0541744181687517,0.00978868134453861,0.00351009856698478,0.00843193436968659,0.088160473887743,461.512563875624
"1071","5","1","1","0","0","0","0","0","0","0","1","0",106.818890910249,7.443790067,0.0231655494729312,3978.93796441786,32.7320711785448,0.515884178011624,0.586597190099092,0.105991228376664,0.0380071606547,0.0913003798897421,0.954596058126497,428.916293302057
"108","5","1","1","0","0","0","0","0","0","0","1","0",90.4753886667934,7.443790067,0.0196211740764615,3370.15256220461,27.7239993521277,0.436952875333579,0.496846656323425,0.0897743601455205,0.0321919894309691,0.0773312410347813,0.808540967216642,561.322585810286
"1091","5","1","1","0","0","0","0","0","0","0","1","0",91.7768768447753,7.443790067,0.0199034252392791,3418.63219591117,28.1228089954053,0.443238441005329,0.503993793758124,0.0910657638911163,0.0326550715809725,0.0784436506797247,0.820171827011178,419.414978347793
"1101","5","1","0","1","0","0","0","0","0","1","1","0",677.512951290086,7.93147976788986,0.167225153113674,28722.7594551464,236.283001950528,3.7240131131334,4.23446912885137,0.765118879008374,0.274362289775913,0.659070052948688,6.89094255947958,524.15406819024
"1111","5","1","1","0","0","0","0","0","0","0","1","0",126.574002088818,7.443790067,0.0274497915526739,4714.80370274041,38.7855482442638,0.611291921682877,0.695082614332424,0.125593271135894,0.045036213419792,0.108185494211025,1.13113928197385,580.258538264743
"112","4","1","0","1","0","0","0","0","0","0","1","0",1304.16266903344,8.2382388423844,0.124397090890375,21366.5687671807,175.768523143478,2.77025549710525,3.14997853771452,0.569164155758682,0.20409531801564,0.490275512325725,5.12610211794046,572.73890008034
"1131","5","1","1","0","0","0","0","0","0","0","1","0",30.9595684327365,7.443790067,0.00671412512308288,1153.22487604089,9.48681257667553,0.149519915070508,0.170014832298609,0.0307196848672674,0.0110157039434495,0.0264618019373101,0.276672803767847,572.699971956247
"114","4","1","0","1","0","0","0","0","0","0","1","0",181.841034805458,7.443790067,0.00802650318660961,1378.64016125933,11.3411539181434,0.178745849659989,0.203246808820553,0.0367243128575287,0.0131688905878758,0.0316341628870337,0.330752697246947,743.830300137181
"1151","4","1","0","1","0","0","0","0","0","0","1","0",544.58990078507,7.4567218018161,0.116620700582779,20030.8881125155,164.780768481732,2.59707950815738,2.95306505855629,0.533584200839814,0.191336780733128,0.459627094730975,4.80565593366748,513.068351789403
"1161","5","0","0","0","0","0","0","0","0","0","1","0",128.236541987226,7.443790067,0.0278103430233241,4776.73229083094,39.2949934720698,0.619321194336312,0.704212471381363,0.127242929340728,0.0456277607620354,0.109606502616365,1.14599670979253,823.072319507674
"1171","4","1","0","1","0","0","0","0","0","0","1","0",155.054736862183,7.9775135352221,0.11116130331645,19093.1765826874,157.06684054514,2.47550170412464,2.81482240354986,0.50860537539737,0.182379678557666,0.4381104440505,4.58068742744509,455.035380421638
"1181","4","1","0","1","0","0","0","0","0","0","1","0",80.1485317069217,7.443790067,0.00515593578680958,885.58866622512,7.28514782495323,0.114819880640688,0.130558412044105,0.0235903728375251,0.00845922002373588,0.0203206441054226,0.212463591618185,784.52156883315
"1191","5","0","0","0","0","0","0","0","0","0","1","0",132.741409366464,7.443790067,0.0287873021346742,4944.53582751905,40.67540135066,0.641077550102192,0.728951003234277,0.131712891704413,0.0472306352817328,0.11345690839381,1.18625483840419,945.406004241068
"120","4","1","1","0","0","0","0","0","0","0","1","0",318.470732461894,7.443790067,0.0690659626934233,11862.8388426376,97.587670087632,1.53806139306491,1.74888575550807,0.316003132367139,0.113314865640735,0.272203714415228,2.84604065228366,471.730390839259
"1211","4","1","0","1","0","0","0","0","0","0","1","0",221.942457346533,7.443790067,0.0101391342051332,1741.50779540462,14.3262241392721,0.225792994861453,0.256742775792976,0.0463904066818622,0.0166350335332173,0.0399604932933216,0.417809096701922,656.529369685202
"1221","4","1","0","1","0","0","0","0","0","0","1","0",215.827535605053,7.93594628331068,0.140541416815163,24139.5342436555,198.579862272473,3.12978083479761,3.55878454824855,0.64303060450571,0.230582924798195,0.553903747291913,5.79137057278098,701.541450641785
"123","4","1","0","1","0","0","0","0","0","0","1","0",409.603884434551,8.19532290648988,0.0903449110185347,15517.7322260758,127.654042402565,2.01193198008878,2.28771048861905,0.413362438387799,0.148226724140119,0.356068594964454,3.7228944385183,708.81503186287
"124","4","1","0","1","0","0","0","0","0","0","1","0",121.083684976529,7.85409387320436,0.111150750043877,19091.3639343131,157.051929095897,2.47526668689273,2.81455517278538,0.5085570898419,0.182362364125105,0.438068850849264,4.58025255042184,701.489577978063
"125","4","1","0","1","0","0","0","0","0","0","1","0",159.676078003864,8.04067894592909,0.105647582957434,18146.134468258,149.27615616224,2.35271415452793,2.67520418176099,0.483378001112561,0.173333450147833,0.416379694289048,4.3534803994408,498.211358396235
"1261","5","0","0","0","0","0","0","0","0","0","1","0",102.521334032114,7.443790067,0.0222335493049503,3818.85661661995,31.4151886080813,0.495129033208423,0.562997105648157,0.101726970507157,0.0364780499717078,0.0876271666125413,0.916190578008445,788.908030899373
"1271","4","1","0","1","0","0","0","0","0","0","1","0",79.6996131774646,7.443790067,0.00472759615521636,812.016613915047,6.67991957703725,0.105280988992822,0.119712010606942,0.0216305550442501,0.00775645348398458,0.018632466197949,0.194812753200067,749.942114069648
"1281","5","0","0","0","0","0","0","0","0","0","1","0",108.577252201592,7.443790067,0.023546881340987,4044.43584128033,33.2708785694551,0.524376222649843,0.596253251024752,0.10773596539466,0.038632801990275,0.092803289017517,0.970309803079222,820.340985377754
"1291","5","0","0","0","0","0","0","0","0","0","1","0",265.763101812338,7.443790067,0.0576353887913221,9899.51203004896,81.4366887114543,1.28350873384555,1.45944118458575,0.263703895198201,0.0945609973852202,0.22715338062382,2.37501445071003,952.709885533625
"1301","5","0","0","0","0","0","0","0","0","0","1","0",120.745154940405,7.443790067,0.026185704376511,4497.68273140405,36.9994387019328,0.58314137609669,0.663073431533247,0.1198095879809,0.0429622553247211,0.103203454403568,1.07904929527678,1055.98709587181
"131","5","1","0","1","0","0","0","0","0","1","1","0",1085.44705678947,7.925231419,0.167850415577835,28830.1552529916,237.166475679299,3.73793738001594,4.2503020155426,0.767979695365034,0.275388143243544,0.661534347801704,6.91670812954176,439.924937477366
"132","5","0","0","0","0","0","0","0","0","0","1","0",142.586529799931,7.443790067,0.0309223894783779,5311.26050692562,43.692200915014,0.688624775766437,0.783015597512036,0.141481729156758,0.0507336214034445,0.121871742598672,1.27423659045601,944.842601605174
"1331","5","0","0","0","0","0","0","0","0","0","1","0",217.849763465769,7.443790067,0.0472445412333323,8114.76965427754,66.7548024816243,1.05211021459371,1.19632452563024,0.21616180227506,0.0775129834177421,0.186200830474799,1.94683284694251,1006.32576199497
"134","5","0","0","0","0","0","0","0","0","0","1","0",200.554841858198,7.443790067,0.0434938341222879,7470.54446537196,61.4551911529011,0.968584010675559,1.10134926180612,0.199000887014475,0.0713592884071714,0.171418492822833,1.79227531685067,1035.00093796805
"135","5","0","0","0","0","0","0","0","0","0","1","0",141.535906478541,7.443790067,0.0306945434791243,5272.12543479621,43.3702627476507,0.683550766655405,0.777246086916063,0.14043924640066,0.0503597995436532,0.120973752127575,1.26484760605101,1006.94456699474
"1361","5","0","0","0","0","0","0","0","0","0","1","0",137.193459030075,7.443790067,0.0297528070595797,5110.37193796044,42.0396245200818,0.662578821642111,0.753399486005884,0.136130445668354,0.048814716370751,0.117262169909986,1.2260409571002,712.161995555181
"1371","5","0","0","0","0","0","0","0","0","0","1","0",118.004857508314,7.443790067,0.0255914228532026,4395.60833729594,36.1597406819068,0.569907049163786,0.648025055921354,0.117090522608701,0.0419872317654398,0.100861264097876,1.05456039562116,920.974120270435
"1381","5","0","0","0","0","0","0","0","0","0","1","0",126.387262231773,7.443790067,0.0274092941399268,4707.84775675709,38.7283263170363,0.610390057121939,0.694057130102818,0.125407978248346,0.0449697699949497,0.108025883478234,1.12947046489622,1171.58812301741
"1391","5","0","0","0","0","0","0","0","0","0","1","0",123.503255679148,7.443790067,0.0267838468820483,4600.42028735559,37.8445921122685,0.596461684229804,0.678219574603845,0.122546317745024,0.0439436133380049,0.105560861408775,1.1036972965828,1158.16779299833
"140","5","0","0","0","0","0","0","0","0","0","1","0",53.8729324776086,7.443790067,0.0116832900904348,2006.73358904312,16.5080600043539,0.260180509962472,0.295843838836338,0.0534555098216098,0.0191684933613991,0.0460463424293843,0.481440020129716,1318.06637566122
"141","5","0","0","0","0","0","0","0","0","0","1","0",144.385272863257,7.443790067,0.0313124785276429,5378.26257951265,44.2433823183392,0.697311844943836,0.792893416122854,0.143266535027599,0.0513736310051732,0.123409166626317,1.29031121006525,1006.6081930379
"142","5","0","1","1","0","0","0","0","0","0","0","0",1942.18907990427,7.50510430476222,0.324720364148997,55774.2945179863,458.817954538788,7.23134573838748,8.22255705244421,1.48571956476573,0.532760898864045,1.27979232982335,18.5693869920089,2756.67560576648
"143","4","0","1","1","0","0","0","0","0","0","1","0",1228.48279798903,7.4666509134764,0.223050373187037,38792.4538169645,314.286837335585,5.04546168532161,5.7406492262287,1.01458229214836,0.372286998613016,0.88627509723184,3.98804579128083,2081.26563328249
"144","5","0","1","1","0","0","0","0","0","0","1","0",798.02604158962,6.97,0.236964151440552,40701.1996971136,334.821647759367,6.90983605477624,0.0271304099727422,1.08420140950065,0.0699314104286502,0.933926347624628,1.31976010666182,2896.75332795489
"145","5","0","1","1","0","0","0","0","0","0","1","0",842.638485004686,6.97,0.234080435997016,40205.8898366094,330.747063573314,4.43700018551126,0.146072716524853,1.0710073105687,0.0182553374935733,0.922561008758279,4.43098972276971,2759.35452407746
"1461","5","0","1","1","0","0","0","0","0","0","1","0",765.399558572995,6.97,0.224175644736135,38504.6329197155,316.751956611334,5.89131277993143,0.140087308528096,1.02568910940931,0.0174629026686691,0.883524108669918,4.24789770059188,2832.84641323925
"1471","5","0","1","1","0","0","0","0","0","0","1","0",817.460551495283,6.97,0.241628204488991,41502.3019980881,341.411782562167,7.98678957216283,7.16213903782889,1.10554122844607,0.0358879819884896,0.952308374603098,6.87597452887613,2837.90696776792
"1481","5","0","1","1","0","0","0","0","0","0","1","0",567.559471109669,6.97,0.1622493476846,27868.110173224,229.252371808445,4.56810323283826,0.020028826943734,0.742352671200288,0.0209579059147111,0.639459341274035,0.941249872999787,2769.96309933026
"1491","5","0","1","1","0","0","0","0","0","0","1","0",429.585272734406,6.97,0.132723789374397,22796.7707598922,187.533841909321,3.67847441886453,0.0131485489635885,0.607261976819111,0.0771130390189647,0.523092808651834,0.688601267093804,2718.57739974252
"1501","5","0","1","1","0","0","0","0","0","0","1","0",729.933484427069,6.97,0.209218530173322,35935.5838873314,295.61810218431,6.09206141112285,0.0253098401459416,0.957254601486573,0.0224144359626885,0.824574922876768,1.17081659009761,2715.71556600272
"151","5","0","1","1","0","0","0","0","0","0","1","0",906.382936665598,6.97,0.253632802053756,43564.2237296989,358.37383865447,7.81867819515667,0.03,1.16046684439265,0.0210848163778065,0.999621059411811,1.36174577523768,2966.22999121789
"152","5","0","1","1","0","0","0","0","0","0","1","0",903.923999916893,6.97,0.27972504730051,48045.8539327239,395.241223844364,7.60186820301828,0.107743836920754,1.27984882324907,0.0286464635856519,1.102456173573,3.5423442824371,3098.30486392921
"153","5","0","1","1","0","0","0","0","0","0","1","0",707.550356206931,6.97,0.204158756003629,35066.5120832548,288.468827569265,5.74805561675628,0.0252023232188701,0.934104205888307,0.026371385318353,0.804633273773123,1.18437704775694,2883.77634192849
"154","4","0","1","1","0","0","0","0","0","0","1","0",2573.83935751622,7.60450854446503,0.523215240798843,89828.6321618457,740.798147745582,11.6953380296126,13.2757306607318,2.39850669792494,0.861138630878862,2.06325647449544,20.1367119012842,3064.57123137334
"155","3","0","0","0","0","0","0","0","0","0","1","0",4582.32166121743,7.38054744289954,0.609451565090432,104390.395639654,862.341566096437,13.6323899016064,15.457674027768,2.80641655244618,1.00772719434016,2.40747934690425,16.9194583492239,3080.32414662573
"156","5","0","1","1","0","0","0","0","0","0","1","0",848.092454518735,6.97,0.259645184103189,44596.916532889,366.869114143884,7.31026672888845,0.0320518305245359,1.1879757872893,0.0335386214030911,1.02331714262611,1.50626798053962,3101.17920180137
"157","5","1","0","0","0","0","0","0","0","0","1","0",538.852408150465,7.17405221595382,0.0585602398816568,9843.79191573261,79.280291819819,1.26605368604648,1.50938513222723,0.255761777503975,0.091675374632122,0.22934447325813,35.8528889167794,3659.680400699
"158","5","0","1","1","0","0","0","0","0","0","0","0",1356.82822277316,7.54327425474961,0.322268523790989,55353.1639327801,455.353593871645,7.17674458435177,8.16047163677286,1.47450145882891,0.528738222836638,1.27012910235798,20.810850401418,3451.28705477189
"159","5","1","0","1","0","0","0","0","0","1","1","0",733.963395411537,7.91441481786513,0.111249599991189,19108.342615702,157.19160147016,2.47746803723287,2.81705826499432,0.509009369616764,0.182524546062727,0.438458442165485,4.58432594444762,365.908922022142
"160","4","0","0","1","0","0","0","0","0","0","1","0",576.386808412219,7.54862193082472,0.149441132747771,25668.1584681502,211.15483513233,3.3279726794047,3.78414284309827,0.683750203305836,0.245184476064186,0.58897943253288,6.15810628780124,373.223307487115
"161","2","1","0","1","0","0","0","0","0","0","0","0",226.417973300826,7.60372746575699,0.06287160899712,10798.8903843885,88.8352751185325,1.40011649882128,2.49750451701954,0.28766159898573,0.103151937892342,0.247790441602169,2.59078635725884,430.339419432872
"162","3","0","0","0","0","0","0","0","0","0","1","0",27.1482557276581,7.679000710296,0.00845613521016715,1452.43422687799,11.9482085239173,0.188313526262654,0.21412594101674,0.038690044837715,0.0138737773981334,0.0333274351069474,0.348456799608164,392.867536171341
"622","5","1","1","0","0","0","0","0","0","0","1","0",83.10553373,7.443790067,0.018022892,3095.63,25.46568517,0.401359999,0.456375011,0.082461609,0.029569726,0.071032069,0.742679635,282.048
"910","4","0","0","1","0","0","0","0","0","0","1","0",408.3464,7.147419355,0.091210944,15666.4829,128.8777151,2.031218061,2.309640141,0.417324869,0.149647603,0.359481815,3.758581551,283.206
"515","3","0","0","0","0","0","0","0","0","0","1","0",25.34955,7.717888889,0.008471073,1455,11.96931543,0.188646188,0.214504202,0.038758392,0.013898286,0.033386309,0.34907236,283.224
"516","3","0","0","0","0","0","0","0","0","0","1","0",10.25702,7.717888889,0.004593592,789,6.490577232,0.102296799,0.116318773,0.021017437,0.007536596,0.018104328,0.189290785,288.12
"301","4","1","1","0","0","0","0","0","0","0","1","0",341.4735596,7.443790067,0.074054529,12719.68,104.6363313,1.649154051,1.875206049,0.338827727,0.121499487,0.291864721,3.051607364,288.49
"517","3","0","0","0","0","0","0","0","0","0","1","0",31.06852,7.717888889,0.009746101,1674,13.77088249,0.217040357,0.246790401,0.044592129,0.015990193,0.038411465,0.401613148,289.07
"337","3","0","0","1","0","0","0","0","0","0","1","0",20.62141443,7.443790067,0.004472115,768.135,6.318934781,0.099591574,0.113242739,0.020461634,0.007337292,0.017625562,0.184285015,291.36
"1010","4","0","0","1","0","0","0","0","0","0","1","0",461.8419,7.525483871,0.099928612,17163.8383,141.1954602,2.225355785,2.530388611,0.457211527,0.163950472,0.393840008,4.117815491,294.395
"518","3","0","0","0","0","0","0","0","0","0","1","0",26.15231,7.742758621,0.008313878,1428,11.74720442,0.185145537,0.210523711,0.038039164,0.01364038,0.032766769,0.342594728,296.578
"519","3","0","0","0","0","0","0","0","0","0","1","0",27.94141,6.436785714,0.006875833,1181,9.715300014,0.153121064,0.174109596,0.031459561,0.011281014,0.027099128,0.283336397,297.445
"302","4","1","1","0","0","0","0","0","0","0","1","0",284.9245861,7.443790067,0.061790893,10613.26553,87.30826313,1.376049543,1.5646667,0.282716911,0.101378833,0.243531109,2.546252676,297.925
"891","2","1","0","1","0","0","0","0","0","0","0","0",2549.98,7.405806452,0.147618668,25355.13,208.5797585,3.287387368,11.87,0.675411729,0.242194401,0.581796707,6.083006916,298.8355
"901","2","1","0","1","0","0","0","0","0","0","0","0",88.28,7.631612903,0.038631063,6635.31,54.58427378,0.860292741,1.648986119,0.176751853,0.063381057,0.152253272,1.591892316,298.8355
"911","2","1","0","1","0","0","0","0","0","0","0","0",1793.09,7.408774194,0.143237522,24602.62,202.3893602,3.189821634,8.91,0.655366315,0.23500636,0.564529675,5.90247053,303.136
"921","2","1","0","1","0","0","0","0","0","0","0","0",315.79,7.240526871,0.038408312,6597.05,54.26953426,0.855332189,1.639477865,0.17573268,0.063015594,0.151375361,1.582713272,303.136
"414","3","0","0","0","0","0","0","0","0","1","1","0",25.98700641,7.443790067,0.005635738,968,7.963090951,0.125504818,0.14270795,0.025785652,0.00924642,0.022211648,0.232235082,304.64
"1110","4","0","0","1","0","0","0","0","0","0","1","0",205.21,7.441612903,0.132527931,22763.13,187.2571018,2.951324881,3.355867371,0.606365852,0.217435392,0.52232089,5.4611543,307.22
"931","2","1","0","1","0","0","0","0","0","0","0","0",7.98,7.191481481,0.003706255,636.59,5.236801724,0.082536273,0.15820332,0.016957529,0.006080763,0.014607141,0.152725755,310.392
"941","2","1","0","1","0","0","0","0","0","0","0","0",588.75,7.434444444,0.116055391,19933.79,163.982007,2.584490375,7.87,0.530997695,0.190409291,0.45739909,4.782360904,312.9233
"520","3","0","0","0","0","0","0","0","0","0","1","0",13.96083,7.717888889,0.004581948,787,6.474124565,0.102037491,0.116023922,0.020964161,0.007517492,0.018058437,0.18881096,313.747
"303","4","1","1","0","0","0","0","0","0","0","1","0",324.1879049,7.443790067,0.070305832,12075.8,99.33955962,1.565672603,1.780281675,0.321676006,0.115349089,0.277090304,2.897132648,321.41
"1210","4","0","0","1","0","0","0","0","0","0","1","0",257.21,7.359966032,0.079655568,13681.72,112.5503933,1.773886133,2.017035343,0.364454616,0.130688976,0.313939611,3.282412568,323.3915
"951","2","1","0","1","0","0","0","0","0","0","0","0",2114.41,7.354333333,0.122346283,21014.32,172.8708073,2.724585128,4.34,0.559780929,0.200730607,0.482192841,5.041593315,323.479
"619","4","0","1","0","0","0","0","0","0","1","1","0",771.049,8.026129032,0.022022556,3782.6163,31.11706367,0.490430341,0.557654357,0.100761598,0.036131879,0.086795599,0.907496081,324.402
"452","3","0","0","0","0","0","0","0","0","1","1","0",105.38,7.240333333,0.03514756,6036.98,49.66221158,0.78271702,0.890005206,0.160813496,0.057665757,0.138524042,1.448345605,326.29
"1310","4","0","0","1","0","0","0","0","0","0","1","0",339.04,7.276292968,0.06221424,10685.98,87.90643662,1.385477245,1.575386672,0.284653884,0.102073408,0.24519961,2.56369777,335.313
"1410","4","0","0","1","0","0","0","0","0","0","1","0",557.27,7.112580645,0.10842735,18623.59,153.2038647,2.414618048,2.745593335,0.496096495,0.177894147,0.427335349,4.468027842,338.205
"338","3","0","0","1","0","0","0","0","0","0","1","0",0.059949983,7.443790067,1.3e-05,2.2331,0.018370226,0.00028953,0.000329216,5.95e-05,2.13e-05,5.12e-05,0.000535748,342.4
"623","5","1","1","0","0","0","0","0","0","0","1","0",95.46117405,7.443790067,0.02070243,3555.87,29.25177296,0.461031835,0.524226155,0.094721514,0.033965979,0.081592698,0.853096861,343.226
"521","3","0","0","0","0","0","0","0","0","0","1","0",23.96027,7.717888889,0.007516258,1291,10.62019671,0.167382975,0.190326408,0.034389748,0.012331744,0.029623179,0.309726747,343.57
"522","3","0","0","0","0","0","0","0","0","0","1","0",24.6943,7.554193548,0.006509045,1118,9.197040995,0.144952878,0.164821785,0.029781362,0.010679233,0.025653535,0.268221923,343.654
"624","5","1","1","0","0","0","0","0","0","0","1","0",116.5280992,7.443790067,0.025271162,4340.6,35.70722374,0.562775013,0.639915421,0.115625207,0.041461788,0.099599047,1.04136322,347.19
"620","4","0","1","0","0","0","0","0","0","1","1","0",581.2397,8.085555556,0.016682087,2865.3319,23.57117616,0.37150099,0.422423183,0.076326912,0.027369899,0.065747668,0.687428294,351.87
"418","4","1","0","1","0","0","0","0","0","0","1","0",0.198,7.443790067,2.33e-05,4,0.032905335,0.000518615,0.000589702,0.000106552,3.82e-05,9.18e-05,0.000959649,354.453
"1511","5","1","0","1","0","0","0","0","0","1","1","0",793.82,7.912,0.112332019,19294.26,158.7210199,2.501572921,2.844467241,0.51396185,0.184300445,0.442724487,4.628929807,355.273
"304","4","1","1","0","0","0","0","0","0","0","1","0",377.9740282,7.443790067,0.081970296,14079.3,115.821019,1.825433866,2.0756488,0.37504538,0.134486695,0.323062448,3.377796891,359.96
"1510","4","0","0","1","0","0","0","0","0","0","1","0",119.72,7.597777778,0.070376861,12088,99.43992089,1.567254378,1.782080267,0.322000991,0.115465624,0.277370244,2.900059578,360.084
"305","4","1","1","0","0","0","0","0","0","0","1","0",342.4486092,7.443790067,0.074265986,12756,104.9351118,1.653863075,1.880560546,0.339795222,0.121846418,0.292698117,3.060320977,360.4
"1610","4","0","0","1","0","0","0","0","0","0","1","0",318.6888,7.929354839,0.071374108,12259.2882,100.8489948,1.589462534,1.807332527,0.326563778,0.117101784,0.281300609,2.941153719,360.8015
"523","3","0","0","0","0","0","0","0","0","0","1","0",44.76384,7.717888889,0.014438668,2480,20.4013074,0.321541269,0.365615409,0.066062414,0.023689175,0.056905874,0.594982442,365.92
"524","3","0","0","0","0","0","0","0","0","0","1","0",27.98576,7.717888889,0.008278946,1422,11.69784642,0.184367615,0.209639158,0.037879336,0.013583067,0.032629094,0.341155255,366.871
"1710","4","0","0","1","0","0","0","0","0","0","1","0",585.64,7.575172414,0.149369414,25655.84,211.0534993,3.326375544,3.782326786,0.683422063,0.245066809,0.588696774,6.155150936,369.86
"625","5","1","1","0","0","0","0","0","0","0","1","0",113.9291301,7.443790067,0.02470753,4243.79,34.91083238,0.550223234,0.625643151,0.113046375,0.04053705,0.097377653,1.018137313,372.372
"184","4","0","0","1","0","0","0","0","0","0","1","0",223.4136,7.011666667,0.095078689,16330.8107,134.3426972,2.117350643,2.407579044,0.43502128,0.15599332,0.374725426,3.917961944,375.5825
"525","3","0","0","0","0","0","0","0","0","0","1","0",22.43117,7.724444444,0.00698063,1199,9.863374019,0.155454831,0.176763256,0.031939046,0.011452952,0.027512154,0.287654817,380.239
"961","2","1","0","1","0","0","0","0","0","0","0","0",17.82080964,7.325225807,0.00339495,583.12,4.796939665,0.075603687,0.144915126,0.015533191,0.005570013,0.013380223,0.139897646,382.733
"526","3","0","0","0","0","0","0","0","0","0","1","0",29.84913,7.717888889,0.008372098,1438,11.82946776,0.186442074,0.211997967,0.038305545,0.013735901,0.032996229,0.344993851,387.788
"527","3","0","0","0","0","0","0","0","0","0","1","0",20.46882,7.717888889,0.006101502,1048,8.621197641,0.135877117,0.154501995,0.027916697,0.010010587,0.024047321,0.251428064,389.076
"626","5","1","1","0","0","0","0","0","0","0","1","0",106.3510183,7.443790067,0.023064083,3961.51,32.58870293,0.513624577,0.584027862,0.105526981,0.037840687,0.090900479,0.950414876,390.16
"627","5","1","1","0","0","0","0","0","0","0","1","0",104.9066992,7.443790067,0.022750857,3907.71,32.14612618,0.506649206,0.576096367,0.104093853,0.037326785,0.089665989,0.937507595,391.026
"628","5","1","1","0","0","0","0","0","0","0","1","0",102.3431669,7.443790067,0.02219491,3812.22,31.36059358,0.494268571,0.562018699,0.101550183,0.036414656,0.087474883,0.914598372,391.61
"971","2","1","0","1","0","0","0","0","0","0","0","0",265.49,7.235862069,0.105008646,18036.39,148.3733616,2.338485374,3.95,0.480454621,0.172285162,0.413861507,4.327151354,395.91
"981","2","1","0","1","0","0","0","0","0","0","0","0",4.51,6.958275862,0.002817985,484.02,3.981710002,0.062755002,0.12028711,0.012893359,0.004623401,0.011106283,0.116122339,395.91
"191","4","0","0","1","0","0","0","0","0","0","1","0",508.21,7.353,0.149969551,25758.92,211.9014698,3.339740251,3.797523413,0.686167916,0.246051438,0.591062039,6.179881094,398.0039
"1521","5","1","0","1","0","0","0","0","0","1","1","0",1076.93,7.925231419,0.166926776,28671.51,235.8614069,3.71736843,4.226913649,0.763753692,0.27387275,0.657894087,6.878647186,401.502
"1531","5","1","0","1","0","0","0","0","0","1","1","0",443.94,7.925231419,0.133983908,23013.21,189.3143433,2.983748687,3.392735557,0.6130275,0.219824178,0.528059205,5.521151562,402.061
"528","3","0","0","0","0","0","0","0","0","0","1","0",42.07127,6.786774194,0.012237935,2102,17.29175328,0.272532156,0.309888544,0.055993223,0.020078486,0.048232317,0.504295602,402.637
"1541","5","1","0","1","0","0","0","0","0","1","1","0",1270.24,7.925231419,0.131494635,22585.65,185.7970921,2.928313935,3.329702281,0.601638127,0.215740088,0.518248449,5.418574669,411.204
"1551","5","1","0","1","0","0","0","0","0","1","1","0",1318.96,7.925231419,0.206732029,35508.5,292.1047676,4.603809737,5.234860783,0.945877911,0.339180272,0.814775092,8.51892501,411.731
"529","3","0","0","0","0","0","0","0","0","0","1","0",26.57389,7.67952381,0.007591945,1304,10.72713905,0.169068474,0.192242941,0.034736043,0.012455921,0.029921476,0.312845606,412.607
"1561","5","1","0","1","0","0","0","0","0","1","1","0",465.85,7.925231419,0.106401162,18275.57,150.3409361,2.369495955,2.694286289,0.486825914,0.17456983,0.419349711,4.384533572,413.55
"172","4","1","0","1","0","0","0","0","0","0","1","0",155.69,7.995,0.107299329,18429.84,151.6100125,2.389497637,2.717029631,0.490935369,0.17604343,0.422889578,4.421544839,414.169
"629","5","1","1","0","0","0","0","0","0","0","1","0",162.326708,7.443790067,0.035203393,6046.57,49.74110212,0.783960399,0.891419017,0.161068955,0.057757361,0.138744093,1.450646363,414.26
