"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Zn","Ni","NH3N","HWsum"
"491","5","0","0","1","0","0","0","0","0","1","1","0",120.58,8.233225806,0.054715622,9398.01,77.31116569,1.54,1.385506963,0.250344849,0.089770607,0.215645957,1.28,115.555
"230","2","0","0","0","0","0","0","0","0","0","1","0",175.8,7.217333333,0.03954984,6793.12,55.88247149,0.880753397,1.001479575,0.180955607,0.064888471,0.155874367,1.629752872,146.68
"502","5","0","0","1","0","0","0","0","0","1","1","0",65.89,7.883185484,0.047402612,8141.92,66.97815029,2.38,1.200327181,0.216885035,0.077772326,0.18682382,14.28,198.224
"34","4","0","1","1","0","0","0","0","0","0","1","0",65.27659495,7.443790067,0.014156374,2431.513,20.00243716,0.315254748,0.355,0.064770814,0.023226023,0.055793295,0.583349815,19.3
"37","4","0","1","1","0","0","0","0","0","0","1","0",27.62056359,7.443790067,0.005990004,1028.849,8.463655126,0.133394118,0.08,0.027406552,0.009827655,0.023607884,0.246833504,24.35
"171","4","1","0","1","0","0","0","0","0","0","1","0",209.49,7.553214286,0.058656039,10074.82,82.87883056,1.306238067,1.485286062,0.268373761,0.096235554,0.231175983,2.417072984,190.155
"541","1","0","0","1","0","0","0","0","0","0","1","0",67.30312507,7.514193548,0.014595863,2507,20.6234184,0.32504192,0.369595899,0.066781642,0.023947081,0.057525414,0.601460073,36.12
"613","4","0","1","1","0","0","0","0","0","0","1","0",53.3,8.032857143,0.005466375,938.91,7.723786906,0.121733191,0.001731565,0.02501075,0.008304017,0.021544151,0.225256034,210.4
"300","4","1","1","0","0","0","0","0","0","0","1","0",202.0967072,7.443790067,0.043828215,7527.978,61.92765857,0.976030483,1.109816433,0.200530805,0.071907899,0.172736358,1.806054327,192.88
"350","3","0","1","1","0","0","0","0","0","1","1","1",39.16779056,7.443790067,0.008494222,1458.9761,12.00202415,0.189161704,0.21509038,0.038864308,0.013936266,0.033477544,0.350026275,185.265
"33","4","0","1","1","0","0","0","0","0","0","1","0",54.39689847,7.443790067,0.011796921,2026.251,16.66861674,0.262711015,0.328,0.053975416,0.019354925,0.046494187,0.486122487,17.86
"384","3","0","1","1","0","0","0","0","0","0","1","0",1.999764574,7.443790067,0.000433684,74.49,0.612779592,0.009657907,0.010981731,0.00198427,0.000711535,0.001709241,0.017871065,20.39
"394","2","0","0","0","0","0","0","0","0","1","1","0",32.896977,7.443790067,0.009839253,1690,13.90250383,0.219114816,0.24914921,0.045018338,0.016143027,0.0387786,0.405451744,88.117
"616","1","0","1","1","0","0","0","0","0","0","0","0",2.843268439,7.687171727,0.000616613,105.91,0.871250994,0.013731627,0.015613842,0.002821238,0.001011662,0.002430202,0.025409109,15
"290","3","0","0","1","0","0","0","0","0","0","1","0",53.90341381,7.443790067,0.011689901,2007.869,16.51740027,0.26032772,0.296011228,0.053485755,0.019179339,0.046072395,0.481712419,141.106
"30","4","0","1","1","0","0","0","0","0","0","1","0",48.96096976,7.443790067,0.010618045,1823.766,15.00290757,0.236458078,0.175,0.048581606,0.017420771,0.041847983,0.43754385,13.025
"85","2","1","0","1","0","0","0","0","0","0","0","0",3468.67,7.122054032,0.109757861,18852.12,155.0838287,2.444247817,2.95,0.502184093,0.180077085,0.43257918,4.522854994,254.181
"261","4","1","1","1","0","0","0","0","0","0","1","0",179.8481652,7.443790067,0.039003228,6699.2335,55.11012982,0.868580661,0.987638304,0.178454651,0.063991659,0.153720055,1.607228348,170.32
"577","4","0","0","0","0","0","0","0","0","0","1","0",61.69,7.443790067,0.018587456,3192.6,35.07,0.413932522,0.470670869,0.085044702,0.030495992,0.073257134,0.765943929,108.53
"107","5","0","0","0","0","0","0","0","0","0","1","0",397.6985786,7.800967742,0.013448449,2309.919,19.00216435,0.299489632,0.340541121,0.061531784,0.022064547,0.05300321,0.554177922,180.87
"42","4","0","1","1","0","0","0","0","0","0","1","0",71.81750836,7.443790067,0.015574886,2675.158,22.00674221,0.346844233,0.487,0.071261046,0.025553341,0.061383953,0.641803241,71.98
"457","2","0","0","1","0","0","0","0","0","0","1","0",121.1637462,7.12483871,0.026276483,4513.275,37.1277059,0.585162972,0.665372131,0.120224936,0.043111194,0.103561233,1.082790072,6.264
"215","1","1","1","0","0","0","0","0","0","1","0","0",3.034144075,7.443790067,0.000658007,113.02,0.929740227,0.014653465,0.016662038,0.003010635,0.001079577,0.002593348,0.027114885,0.047
"412","3","0","0","0","0","0","0","0","0","1","1","0",49.07463607,7.443790067,0.010642695,1828,15.03773787,0.237007032,0.269493938,0.048694392,0.017461215,0.041945136,0.438559638,265.072
"547","1","0","0","1","0","0","0","0","0","0","1","0",61.37014117,7.611481481,0.013309191,2286,18.80539867,0.296388444,0.337014849,0.060894628,0.02183607,0.052454366,0.54843946,45.64
"372","2","0","1","0","0","0","0","0","0","0","0","0",11.09470674,7.443790067,0.002406082,413.271,3.399705125,0.05358213,0.060926712,0.011008742,0.0039476,0.009482882,0.099148786,2.544
"258","4","1","1","1","0","0","0","0","0","0","1","0",178.5748019,7.443790067,0.038727077,6651.8015,54.71993836,0.862430925,0.980645615,0.177191154,0.063538585,0.152631685,1.595848829,87.381
"406","3","0","0","0","0","0","0","0","0","1","1","0",29.85284207,7.443790067,0.006474112,1112,9.147682994,0.144174956,0.163937232,0.029621534,0.01062192,0.02551586,0.26678245,225.032
"470","2","0","1","0","0","0","0","0","0","0","0","0",89.3,7.533870968,0.024580667,4222,34.73158057,0.54739808,0.622430748,0.112465932,0.04032891,0.096877661,1.012909624,81.204
"147","5","0","1","0","0","0","0","0","0","0","0","0",453.4109,7.33,0.024197432,4156.1752,34.19008381,0.538863648,0.61272649,0.110712486,0.039700146,0.095367251,0.997117447,16.758
"385","3","0","1","1","0","0","0","0","0","0","1","0",4.249734622,7.443790067,0.000921629,158.3,1.302228613,0.020524187,0.023337467,0.004216806,0.001512095,0.003632339,0.037978113,30.58
"445","3","0","0","0","0","0","0","0","0","1","1","0",120.5968,7.09516129,0.034123579,5861.1,48.21536402,0.759913521,0.864075997,0.156128392,0.055985736,0.134488314,1.406149834,186.62
"509","4","0","1","0","0","0","0","0","0","0","1","1",72.77972559,7.443790067,0.01578356,2711,22.30159046,0.351491282,0.399670715,0.072215808,0.025895707,0.062206381,0.650402177,6.8
"428","3","0","0","0","0","0","0","0","0","1","1","0",118.6277,7.426451613,0.029081852,4995.128,41.09158944,0.647637014,0.736409583,0.13306057,0.047713896,0.114617792,1.198392521,67.508
"333","3","0","0","1","0","0","0","0","0","0","1","0",75.63322507,7.443790067,0.016402391,2817.2911,23.17597651,0.365272321,0.415340741,0.075047198,0.026911009,0.064645328,0.675902717,210.66
"608","4","0","1","1","0","0","0","0","0","0","1","0",315.45,8.078387097,0.014628117,2512.54,20.66899229,0.325760202,0.007,0.066929217,0.024,0.057652534,0.602789187,178.133
"260","4","1","1","1","0","0","0","0","0","0","1","0",180.682536,7.443790067,0.039184176,6730.3133,55.36580262,0.872610274,0.992220261,0.179282557,0.064288536,0.15443321,1.614684774,124.059
"52","2","0","0","1","0","0","0","0","0","0","1","0",20.16140683,8.583103448,0.004372355,751,6.177976554,0.097369957,0.110716602,0.020005191,0.007173617,0.017232384,0.180174118,23.44
"540","1","0","0","1","0","0","0","0","0","0","1","0",63.67890413,7.159,0.013809887,2372,19.51286336,0.307538665,0.349693447,0.063185502,0.02265755,0.054427715,0.569071916,34.3
"349","3","0","1","1","0","0","0","0","0","1","1","1",82.89634101,7.443790067,0.017977525,3087.8377,25.40158311,0.400349698,0.455226227,0.082254037,0.029495294,0.070853267,0.740810167,150.326
"373","2","0","1","0","0","0","0","0","0","0","0","0",13.70379682,7.443790067,0.002971909,510.458,4.199197811,0.066182788,0.075254561,0.013597616,0.004875939,0.011712927,0.12246514,2.711
"317","2","1","0","0","1","0","0","0","0","0","1","0",7.473165045,7.443790067,0.001620687,278.3708,2.289971073,0.036091815,0.041038973,0.007415261,0.002659022,0.006387473,0.066784572,26.92
"484","5","0","0","1","0","0","0","0","0","1","1","0",45.37,7.374333333,0.044953278,7721.22,63.51733173,0.444463003,1.138305245,0.205678399,0.073753763,0.177170473,0.91,93
"584","4","0","0","0","0","0","0","0","0","0","1","0",50.65,7.443790067,0.02111399,3626.56,23.83,0.470197058,0.534647668,0.096604559,0.034641216,0.083214745,0.870056259,143.03
"237","2","0","0","0","0","0","0","0","0","0","1","0",170.8,6.721290323,0.027375481,4702.04,38.68054977,0.60963706,0.693200918,0.125253271,0.044914294,0.107892619,1.128077113,206.78
"565","2","0","1","1","0","0","0","0","0","0","1","0",13.44905435,7.443790067,0.002916663,500.969,4.121138131,0.064952503,0.073855639,0.013344847,0.004785299,0.011495193,0.120188612,122.911
"465","2","1","1","1","0","0","0","0","0","0","1","0",161.2382,8.173666667,0.039075237,6711.6018,55.21187558,1.2955,0.989461708,0.178784119,0.064109803,0.154003857,1.610195655,123.47
"487","5","0","0","1","0","0","0","0","0","1","1","0",42.46,7.99516129,0.047020627,8076.31,66.43842054,0.09,1.19065459,0.215137312,0.077145614,0.185318338,12.83,103.641
"318","2","1","0","0","1","0","0","0","0","0","1","0",6.00413407,7.443790067,0.001302102,223.6503,1.839821984,0.028997097,0.032971773,0.005957612,0.002136327,0.005131861,0.053656452,27.795
"87","2","1","0","1","0","0","0","0","0","0","0","0",1199.42,7.181333333,0.097401098,16729.71,137.6241759,2.169069428,4.09,0.445647187,0.159803641,0.383878536,4.013662783,257.2426
"55","5","0","0","0","0","0","0","0","0","0","1","0",7689.602207,7.443790067,0.11791501,20253.2,166.6095802,2.625903076,2.985839515,0.539506161,0.193460323,0.464728245,4.858991284,71.065
"495","5","0","0","1","0","0","0","0","0","1","1","0",37.23,7.4075,0.047829309,8215.21,67.58105828,0.47289896,1.211132001,0.21883734,0.078472398,0.188505526,13.97,125.434
"604","4","0","1","1","0","0","0","0","0","0","1","0",347.83,8.024516129,0.016366754,2811.17,23.1256223,0.364478697,0.002,0.074884143,0.001,0.064504873,0.67443419,160.497
"117","5","0","0","0","0","0","0","0","0","0","1","0",1139.494073,7.791483871,0.038532769,6618.427,54.44538859,0.858103797,0.97572536,0.176302122,0.063219789,0.151865876,1.587841877,253.979
"601","4","0","1","1","0","0","0","0","0","0","1","0",277.58,7.830357143,0.011883664,2041.15,16.79118088,0.264642726,0.003764348,0.054372297,0.018052576,0.046836058,0.48969694,127.932
"263","4","1","1","1","0","0","0","0","0","0","1","0",190.5319578,7.443790067,0.041320196,7097.1982,58.38392021,0.920178272,1.046308476,0.189055663,0.067793053,0.16285172,1.702704965,187.156
"75","2","1","0","1","0","0","0","0","0","0","0","0",934.64,7.485483871,0.138489762,23787.14,195.6809497,3.084091604,7.38,0.633643502,0.227216824,0.545817739,5.706826868,217.6885
"204","4","1","0","0","0","0","0","0","0","0","1","0",90.83639967,7.443790067,0.019699466,3383.6,27.83462246,0.438696386,0.498829152,0.090132574,0.032320441,0.077639805,0.811767173,91.693
"60","5","0","0","0","0","0","0","0","0","0","1","0",6412.604747,7.443790067,0.098333091,16889.79,138.9410474,2.189824398,2.489986885,0.449911409,0.161332739,0.387551719,4.05206794,92.188
"507","4","0","1","0","0","0","0","0","0","0","1","1",53.42370119,7.443790067,0.011585866,1990,16.37040392,0.258010938,0.29337688,0.053009759,0.019008653,0.045662375,0.477425427,4
"581","4","0","0","0","0","0","0","0","0","0","1","0",89.59,7.443790067,0.020860614,3583.04,52.28,0.464554527,0.528231707,0.095445271,0.034225509,0.082216138,0.859615277,130.21
"40","4","0","1","1","0","0","0","0","0","0","1","0",67.66589616,7.443790067,0.014674536,2520.513,20.73458085,0.326793931,0.198,0.067141602,0.024076159,0.057835482,0.604702007,37.95
"433","3","0","0","0","0","0","0","0","0","1","1","0",160.024,7.477777778,0.031203032,5359.464,44.08873893,0.694874538,0.790122025,0.142765778,0.051194065,0.122977816,1.2858012,115.0086
"427","3","0","0","0","0","0","0","0","0","1","1","0",97.0731,7.135,0.024700304,4242.549,34.9006235,0.550062334,0.625460196,0.113013318,0.040525196,0.097349177,1.017839582,42.143
"426","3","0","0","0","0","0","0","0","0","1","1","0",119.233,7.180322581,0.0419012,7196.992,59.20485731,0.933116911,1.061020634,0.191713977,0.068746292,0.165141581,1.726646722,31.3125
"562","2","0","1","1","0","0","0","0","0","0","1","0",6.52204061,7.443790067,0.001414419,242.942,1.998521944,0.031498338,0.035815862,0.006471506,0.002320603,0.005574527,0.058284768,106.13
"63","5","0","0","0","0","0","0","0","0","0","1","0",1680.913054,7.443790067,0.0257757,4427.26,36.42011782,0.574010806,0.65269132,0.117933662,0.042289572,0.10158754,1.062154018,94.398
"249","2","1","0","1","0","0","0","0","0","0","1","0",4.347356683,7.443790067,0.0011,68.0691,0.213270437,0.022958157,0.012442793,0.0015,0.022336536,0.0013,0.016330613,17.35
"569","2","0","0","1","0","0","0","0","0","0","0","0",105.5587905,7.443790067,0.022892275,3932,32.34594382,0.509798496,0.579677334,0.104740891,0.037558805,0.090223345,0.943335065,1.065
"492","5","0","0","1","0","0","0","0","0","1","1","0",52.66,8.366774194,0.039812647,6838.26,56.25380819,0.25,1.008134365,0.182158049,0.065319653,0.156910146,2.18,117.972
"224","2","0","0","0","0","0","0","0","0","0","1","0",121.2,7.118064516,0.030210816,5189.04,42.68677425,0.67277843,0.76499717,0.138226011,0.04956616,0.119067281,1.24491439,121.944
"218","2","0","0","0","0","0","0","0","0","0","1","0",260.5,6.950967742,0.042467848,7294.32,60.0055099,0.94573585,1.07536927,0.194306607,0.069675977,0.167374861,1.749996904,86.18
"4","4","0","0","1","0","0","0","0","0","0","1","0",118.58,7.931724138,0.070186538,12055.31,99.17100204,1.563015998,1.777260925,0.321130192,0.115153367,0.276620142,2.892216846,229.491
"210","4","1","0","0","0","0","0","0","0","0","1","0",59.88421058,7.443790067,0.012986941,2230.65,18.35007111,0.289212109,0.328854843,0.059420211,0.021307362,0.05118431,0.535160316,149.579
"378","3","0","1","1","0","0","0","0","0","0","1","0",3.757645958,7.443790067,0.000814911,139.97,1.151439918,0.018147634,0.020635157,0.003728531,0.001337006,0.00321174,0.033580521,5.45
"566","2","0","0","1","0","0","0","0","0","0","0","0",8.375977272,7.443790067,0.001816478,312,2.566616092,0.040451966,0.045996777,0.008311078,0.002980251,0.007159126,0.07485263,0.402
"328","3","0","0","1","0","0","0","0","0","0","1","0",64.28348325,7.443790067,0.013941001,2394.5202,19.69812204,0.310458493,0.353013501,0.063785397,0.022872665,0.054944462,0.574474788,99.82
"233","2","0","0","0","0","0","0","0","0","0","1","0",140.4,6.852333333,0.037931428,6515.14,53.59571527,0.844712251,0.960498215,0.173550756,0.062233182,0.149495861,1.563062058,164.846
"324","2","1","0","0","1","0","0","0","0","0","1","0",8.161114663,7.443790067,0.001769881,303.9965,2.500776631,0.039414282,0.044816857,0.00809788,0.002903801,0.006975478,0.072932492,48.538
"236","2","0","0","0","0","0","0","0","0","0","1","0",165.8,6.840967742,0.036378456,6248.4,51.40142304,0.810128413,0.921173919,0.166445317,0.059685259,0.143375267,1.499067858,204.32
"572","4","0","0","0","0","0","0","0","0","0","1","0",5.51,7.443790067,0.00260356,447.19,2.24,0.057979855,0.06592724,0.011912279,0.004271598,0.010261185,0.10728637,13.75
"121","3","1","0","1","0","0","0","0","0","0","1","0",32.60970103,7.443790067,0.007071985,1214.6913,9.992455888,0.157489267,0.179076555,0.032357032,0.011602837,0.027872206,0.291419353,98.63
"403","3","0","0","0","0","0","0","0","0","1","1","0",3947.474596,7.443790067,0.856079087,147041,1209.608323,19.06441521,21.67760295,3.91688846,1.404548385,3.373990573,35.2769408,198.155
"326","3","0","0","1","0","0","0","0","0","0","1","0",1.666891962,7.443790067,0.000361495,62.0907,0.510778813,0.008050291,0.009153757,0.001653976,0.000593096,0.001424728,0.014896321,90.7
"558","2","0","1","1","0","0","0","0","0","0","1","0",13.42607411,7.443790067,0.00291168,500.113,4.114096389,0.06484152,0.073729443,0.013322045,0.004777123,0.011475551,0.119983247,88.73
"88","2","1","0","1","0","0","0","0","0","0","0","0",89.45,7.512666667,0.03210333,5514.1,45.36082625,0.714923674,1.370346579,0.146884982,0.052671161,0.126526081,1.322900274,257.2426
"579","4","0","0","0","0","0","0","0","0","0","1","0",63.37,7.443790067,0.020608229,3539.69,43.75,0.458934038,0.521840809,0.09429051,0.033811426,0.081221433,0.84921508,111.28
"192","2","0","1","0","0","0","0","0","0","1","0","0",32.46993496,7.506666667,0.007041675,1209.4851,9.94962795,0.156814264,0.178309028,0.032218349,0.011553107,0.027752745,0.290170322,62.98
"29","4","0","1","1","0","0","0","0","0","0","1","0",47.20499445,7.443790067,0.010237231,1758.357,14.46483132,0.227977557,0.252,0.046839237,0.016795979,0.040347114,0.421851428,7.93
"456","2","0","0","1","0","0","0","0","0","0","1","0",62.08532077,6.910655914,0.01346429,2312.64,19.0245482,0.299842419,0.340942266,0.061604266,0.022090538,0.053065645,0.554830723,6.06
"585","4","0","0","0","0","0","0","0","0","0","1","0",112.11,7.443790067,0.01765459,3032.37,27.28,0.393158104,0.44704887,0.080776485,0.028965461,0.06958051,0.727502785,155.03
"235","2","0","0","0","0","0","0","0","0","0","1","0",274.2118,7.151048387,0.059655975,10246.57,84.29170336,1.328506097,1.510606403,0.27294885,0.097876125,0.235116944,2.458277918,191.22
"133","3","1","1","1","0","0","0","0","0","0","0","0",1.242275552,7.443790067,0.000269409,46.274,0.380665362,0.005999597,0.006821971,0.00123265,0.000442013,0.001061799,0.011101701,181
"136","3","0","0","1","0","0","0","0","0","0","0","0",0.00061746,6.906904714,1.34e-07,0.023,0.000189206,2.98e-06,3.39e-06,6.13e-07,2.2e-07,5.28e-07,5.52e-06,50.159
"115","5","0","0","0","0","0","0","0","0","0","1","0",574.544,7.643870968,0.022120691,3799.472,31.25572428,0.492615745,0.560139318,0.101210601,0.036292886,0.087182369,0.911539971,223.5
"238","2","0","0","0","0","0","0","0","0","0","1","0",67.3,6.823,0.031012803,5326.79,43.8199517,0.690638232,0.785305042,0.141895405,0.05088196,0.122228081,1.277962306,230.81
"45","2","0","0","1","0","0","0","0","0","0","1","0",53.98746889,8.591612903,0.011708129,2011,16.54315692,0.260733666,0.296472817,0.053569159,0.019209246,0.046144239,0.482463585,5.93
"369","2","0","1","0","0","0","0","0","0","0","0","0",11.10055919,7.443790067,0.002407351,413.489,3.401498465,0.053610394,0.060958851,0.011014549,0.003949683,0.009487884,0.099201087,2.4385
"499","5","0","0","1","0","0","0","0","0","1","1","0",121.85,7.566129032,0.070941657,12185.01,100.2379575,0.701415856,1.796382021,0.32458515,0.116392272,0.279596227,5,175.827
"503","4","0","1","0","0","0","0","0","0","0","1","1",101.746647,7.443790067,0.022065545,3790,31.17780445,0.491387665,0.558742903,0.100958286,0.036202409,0.086965025,0.909267521,1
"542","1","0","0","1","0","0","0","0","0","0","1","0",118.5522937,7.608709677,0.025710144,4416,36.3274893,0.572550905,0.651031309,0.117633717,0.042182015,0.101329169,1.059452606,38
"322","2","1","0","0","1","0","0","0","0","0","1","0",4.120658665,7.443790067,0.000893637,153.492,1.262676401,0.019900811,0.022628645,0.004088731,0.001466169,0.003522015,0.036824615,32.27
"137","3","0","0","1","0","0","0","0","0","0","0","0",65.41764426,6.83516129,0.014186963,2436.767,20.04565831,0.315935949,0.359241759,0.06491077,0.02327621,0.055913853,0.584610314,53.964
"437","3","0","0","0","0","0","0","0","0","1","1","0",95.601,7.457666667,0.031435704,5399.428,44.41749612,0.70005602,0.79601374,0.143830341,0.051575805,0.123894826,1.295389054,134.064
"425","3","0","0","0","0","0","0","0","0","1","1","0",42.79,7.510689655,0.012835393,2204.62,18.13593964,0.285837223,0.325017356,0.058726822,0.021058721,0.050587027,0.528915399,27.777
"113","5","0","0","0","0","0","0","0","0","0","1","0",867.9826199,7.791483871,0.029351424,5041.43,41.47248514,0.653640242,0.743235682,0.134293966,0.048156177,0.115680234,1.20950094,208.317
"35","4","0","1","1","0","0","0","0","0","0","1","0",78.14035105,7.443790067,0.016946105,2910.68,23.94422476,0.377380541,0.607,0.077534898,0.027803068,0.066788222,0.69830786,20.2
"272","4","1","1","1","0","0","0","0","0","0","1","0",195.6799945,7.443790067,0.042436638,7288.9594,59.96141182,0.945040828,1.07457898,0.194163811,0.069624772,0.167251857,1.748710831,261.783
"435","3","0","0","0","0","0","0","0","0","1","1","0",118.6031,7.430567,0.028030102,4814.4783,39.60550474,0.624215106,0.709777198,0.12824841,0.045988314,0.110472619,1.155052441,131.332
"379","3","0","1","1","0","0","0","0","0","0","1","0",1.263376572,7.443790067,0.000273985,47.06,0.387131261,0.006101505,0.006937847,0.001253588,0.000449521,0.001079835,0.011290272,14.1
"118","5","0","0","0","0","0","0","0","0","0","1","0",921.4052256,7.791483871,0.031157946,5351.72,44.0250342,0.6938705,0.788980361,0.142559492,0.051120094,0.122800123,1.283943319,255.5
"188","2","0","1","0","0","0","0","0","0","1","0","0",34.26837541,7.209032258,0.007431698,1276.4759,10.50071662,0.165499871,0.188185185,0.034002854,0.012193009,0.02928991,0.306242237,55.44
"511","4","0","1","0","0","0","0","0","0","0","1","1",112.2703107,7.443790067,0.024347786,4182,34.40252723,0.54221193,0.616533726,0.111400409,0.039946827,0.095959825,1.003313133,11.48
"241","2","1","0","1","0","0","0","0","0","0","1","0",1.3846,7.443790067,0.000136437,23.4345,0.0606,0.0031,0.0062,7e-04,0.0033,2e-04,0.005622224,0.7945
"512","3","0","0","0","0","0","0","0","0","0","1","0",24.90013,7.717888889,0.007056317,1212,9.970316356,0.15714033,0.178679788,0.032285341,0.011577129,0.027810451,0.290773677,179.49
"431","3","0","0","0","0","0","0","0","0","1","1","0",89.4335,7.528,0.029993951,5151.791,42.38035154,0.667948958,0.759505715,0.13723377,0.049210354,0.118212568,1.235977898,105.716
"39","4","0","1","1","0","0","0","0","0","0","1","0",1.033466734,7.443790067,0.000224125,38.496,0.316680939,0.00499115,0.005,0.001025459,0.000367717,0.000883326,0.009235663,34.28
"617","1","0","1","1","0","0","0","0","0","0","0","0",8.794507675,7.654817194,0.001907243,327.59,2.694864633,0.042473268,0.048295142,0.008726365,0.003129168,0.007516853,0.078592862,70.319
"489","5","0","0","1","0","0","0","0","0","1","1","0",27.66,7.402413793,0.05519105,9479.67,77.9829281,0.545686121,1.397545735,0.252520114,0.09055063,0.21751972,1.55,107.8
"436","3","0","0","0","0","0","0","0","0","1","1","0",297.7073,7.2,0.029299532,5032.517,41.39916383,0.652484638,0.741921677,0.13405654,0.048071039,0.115475717,1.207362601,132.594
"211","4","1","0","0","0","0","0","0","0","0","1","0",82.40941485,7.443790067,0.017871927,3069.7,25.25237634,0.397998078,0.452552266,0.081770884,0.029322041,0.070437081,0.73645871,156.732
"467","2","0","1","0","0","0","0","0","0","0","0","0",198.6,6.9328125,0.027258807,4682,38.51569404,0.607038799,0.69024651,0.124719444,0.04472287,0.107432783,1.123269271,58.174
"116","5","0","0","0","0","0","0","0","0","0","1","0",530.526,7.809666667,0.015787175,2711.621,22.30669902,0.351571797,0.399762266,0.07223235,0.025901639,0.06222063,0.650551163,224.02
"345","3","0","1","1","0","0","0","0","0","1","1","1",45.07356327,7.443790067,0.009774993,1678.9625,13.81170567,0.217683763,0.247522,0.044724321,0.016037595,0.038525334,0.402803713,111.574
"81","2","1","0","1","0","0","0","0","0","0","0","0",3667.73,7.586666667,0.144929058,24893.16,204.7794392,3.227491231,15.43,0.66310574,0.237781623,0.571196382,5.972174643,233.2205
"362","2","0","1","1","0","0","0","0","0","0","1","0",10.71314339,7.443790067,0.002323333,399.058,3.282784245,0.051739361,0.058831352,0.010630135,0.003811837,0.009156752,0.095738913,36.71
"563","2","0","1","1","0","0","0","0","0","0","1","0",5.005800802,7.443790067,0.001085596,186.463,1.533906847,0.024175625,0.027489414,0.004967014,0.001781111,0.004278565,0.044734762,106.5
"271","4","1","1","1","0","0","0","0","0","0","1","0",200.8798092,7.443790067,0.043564309,7482.6493,61.55476956,0.970153448,1.103133824,0.199323336,0.071474915,0.171696249,1.795179415,255.841
"600","4","0","1","1","0","0","0","0","0","0","1","0",282.38,8.099333333,0.015784491,2711.16,22.30290668,0.351512027,0.005,0.07222007,0.015,0.062210052,0.650440563,99.833
"449","3","0","0","0","0","0","0","0","0","1","1","0",343.76,7.26483871,0.14945593,25670.7,211.1757426,3.328302198,3.78451753,0.683817905,0.245208753,0.58903775,6.158716033,204.901
"5","4","0","0","1","0","0","0","0","0","0","1","0",250.28,7.550689655,0.05291894,9089.41,74.77251914,1.178475978,1.340011433,0.24212434,0.086822833,0.208564847,2.18066103,245.88
"366","2","0","1","0","0","0","0","0","0","0","0","0",14.1060048,7.443790067,0.003059134,525.44,4.322444741,0.06812526,0.07746329,0.013996708,0.005019048,0.012056703,0.126059506,1.7432
"555","2","0","1","1","0","0","0","0","0","0","1","0",12.23706118,7.443790067,0.002653821,455.823,3.749752073,0.059099156,0.067199965,0.012142245,0.004354061,0.010459277,0.109357533,71.99
"346","3","0","1","1","0","0","0","0","0","1","1","1",43.01409301,7.443790067,0.00932836,1602.2485,13.18063071,0.207737506,0.236212395,0.042680808,0.015304817,0.036765061,0.384399082,120.529
"458","2","0","0","1","0","0","0","0","0","0","1","0",39.69410529,6.910655914,0.008608363,1478.581,12.1633006,0.191703553,0.217980644,0.039386544,0.014123534,0.033927397,0.354729731,14.78
"408","3","0","0","0","0","0","0","0","0","1","1","0",49.34309688,7.443790067,0.010700916,1838,15.12000121,0.238303569,0.270968194,0.048960773,0.017556735,0.042174595,0.440958761,231.678
"267","4","1","1","1","0","0","0","0","0","0","1","0",174.7498877,7.443790067,0.037897577,6509.3258,53.54788572,0.843958418,0.959641054,0.173395877,0.062177645,0.149362449,1.56166716,211.734
"299","4","1","1","0","0","0","0","0","0","0","1","0",158.1988989,7.443790067,0.034308205,5892.81165,48.47623464,0.764025055,0.868751105,0.15697313,0.056288648,0.135215967,1.413757848,146.12
"380","3","0","1","1","0","0","0","0","0","0","1","0",0.909008303,7.443790067,0.000197134,33.86,0.278543657,0.004390076,0.00499183,0.000901965,0.000323434,0.000776949,0.00812343,14.4
"386","3","0","1","1","0","0","0","0","0","0","1","0",2.56192151,7.443790067,0.000555598,95.43,0.785039018,0.012372856,0.014068822,0.002542071,0.000911556,0.002189729,0.022894828,40.87
"387","2","0","0","0","0","0","0","0","0","1","1","0",10.821288,7.443790067,0.003295277,566,4.656104833,0.073384015,0.083442872,0.015077148,0.005406481,0.012987389,0.135790348,44.705
"119","5","0","0","0","0","0","0","0","0","0","1","0",737.177,8.026774194,0.02074542,3563.254,29.3125162,0.461989199,0.525314745,0.09491821,0.034036511,0.08176213,0.854868373,269.14
"194","2","0","1","0","0","0","0","0","0","1","0","0",21.85701336,7.156416667,0.004740077,814.1603,6.697554254,0.105558926,0.120028045,0.021687659,0.00777693,0.018681655,0.19532705,75.75
"504","4","0","1","0","0","0","0","0","0","0","1","1",90.60552338,7.443790067,0.019649397,3375,27.76387599,0.437581364,0.497561292,0.089903486,0.032238293,0.07744247,0.809703927,1.4
"609","4","0","1","1","0","0","0","0","0","0","1","0",334.3,8.188333333,0.016327863,2804.49,23.07067039,0.36361261,0.003,0.074706201,0.024803797,0.064351595,0.672831576,187.34
"110","5","0","0","0","0","0","0","0","0","0","1","0",635.919,7.807741935,0.021767898,3738.876,30.75724137,0.484759247,0.551205918,0.099596441,0.035714068,0.085791938,0.897002246,191.38
"311","2","1","0","0","1","0","0","0","0","0","1","0",4.556429621,7.443790067,0.000988142,169.7242,1.396207894,0.022005377,0.025021687,0.004521125,0.00162122,0.003894477,0.040718919,1.654
